OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,CreationDate,Creator,EditDate,Editor,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),x,y
11,California Towhee,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,247d611c-61e7-4ad6-be2b-73d8dc317bbc,,,,,,,,,,,,,,,,6/20/2023 2:28:39 PM,CCBER-Admin,6/20/2023 2:28:39 PM,CCBER-Admin,,,,,,,,-119.873973935805,34.4191118804481
12,Gadwall,8,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,e4d1e291-5a2b-440a-b2d5-2bb56cbc3d50,,,,,,,,,,,,,,,,6/20/2023 2:29:39 PM,CCBER-Admin,6/20/2023 2:29:39 PM,CCBER-Admin,,,,,,,,-119.876670242605,34.4198394678687
13,Mallard,9,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,674ca4ac-6b00-4cad-be21-9843e3982141,,,,,,,,,,,,,,,,6/20/2023 2:29:54 PM,CCBER-Admin,6/20/2023 2:29:54 PM,CCBER-Admin,,,,,,,,-119.876871393364,34.4198354692368
14,Killdeer,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,b254014d-3211-42f7-9aed-be76b269b244,,,,,,,,,,,,,,,,6/20/2023 2:31:06 PM,CCBER-Admin,6/20/2023 2:31:06 PM,CCBER-Admin,,,,,,,,-119.875755460304,34.4197325896188
15,Killdeer,1,No,Air,,,,,,,,,,,,,,,,,,,,,b2285f63-f6ed-40e5-a0f5-b018ea2b389a,,,,,,,,,,,,,,,,6/20/2023 2:32:58 PM,CCBER-Admin,6/20/2023 2:32:58 PM,CCBER-Admin,,,,,,,,-119.875642690295,34.4198221705979
16,Mallard,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,c64b633d-614d-4838-929e-f43e7a7b2b9b,,,,,,,,,,,,,,,,6/20/2023 2:33:10 PM,CCBER-Admin,6/20/2023 2:33:10 PM,CCBER-Admin,,,,,,,,-119.875529921184,34.4199582640525
17,Song Sparrow,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,7799d658-93d4-4c60-b070-21da08c15d91,,,,,,,,,,,,,,,,6/20/2023 2:33:30 PM,CCBER-Admin,6/20/2023 2:33:30 PM,CCBER-Admin,,,,,,,,-119.874293234787,34.4195964957969
18,Canada Goose,7,No,Bare ground,,,,,,,,,,,,,,,,,,,,,53489d09-ad65-4c15-8277-bcaf75cef317,,,,,,,,,,,,,,,,6/20/2023 2:34:59 PM,CCBER-Admin,6/20/2023 2:34:59 PM,CCBER-Admin,,,,,,,,-119.874882537698,34.4205922158099
19,Killdeer,5,No,Bare ground,,,,,,,,,,,,,,,,,,,,,e7523eca-5c4f-4bbd-8ac0-63492eb056bb,,,,,,,,,,,,,,,,6/20/2023 2:35:26 PM,CCBER-Admin,6/20/2023 2:35:26 PM,CCBER-Admin,,,,,,,,-119.874807357692,34.4206215012951
20,Western Gull,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,97314eaf-5fdc-412a-8239-243befc41807,,,,,,,,,,,,,,,,6/20/2023 2:35:48 PM,CCBER-Admin,6/20/2023 2:35:48 PM,CCBER-Admin,,,,,,,,-119.874972335989,34.4202511228872
21,Black Phoebe,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,d8a88d05-37c1-4d1b-a825-b029025f9e5c,,,,,,,,,,,,,,,,6/20/2023 2:36:47 PM,CCBER-Admin,6/20/2023 2:36:47 PM,CCBER-Admin,,,,,,,,-119.873937905278,34.4195300890928
22,Killdeer,2,No,Water - Wading,,,,,,,,,,,,,,,,,,,,,41286cfb-2901-471b-a4a4-3b02441a3bc2,,,,,,,,,,,,,,,,6/20/2023 2:38:35 PM,CCBER-Admin,6/20/2023 2:38:35 PM,CCBER-Admin,,,,,,,,-119.875081057291,34.4205460881856
23,Rock Pigeon (Feral Pigeon),8,No,Bare ground,,,,,,,,,,,,,,,,,,,,,8846598d-ad2a-4afa-ae50-3c6ca1e80e21,,,,,,,,,,,,,,,,6/20/2023 2:39:15 PM,CCBER-Admin,6/20/2023 2:39:15 PM,CCBER-Admin,,,,,,,,-119.87417658675,34.4208438890964
24,Mallard,3,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,3f9e78de-278e-4844-a92a-94f1844dcaf1,,,,,,,,,,,,,,,,6/20/2023 2:39:30 PM,CCBER-Admin,6/20/2023 2:39:30 PM,CCBER-Admin,,,,,,,,-119.874000790042,34.4208922277808
25,Gadwall,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,2b636e10-e5dd-435e-b5d7-0badde784c13,,,,,,,,,,,,,,,,6/20/2023 2:40:04 PM,CCBER-Admin,6/20/2023 2:40:04 PM,CCBER-Admin,,,,,,,,-119.873995463033,34.4207296337109
26,Mallard,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,15551aff-def8-41f9-aca9-01bd2f2d5e10,,,,,,,,,,,,,,,,6/20/2023 2:40:18 PM,CCBER-Admin,6/20/2023 2:40:18 PM,CCBER-Admin,,,,,,,,-119.874117987848,34.420766986721
27,Song Sparrow,1,No,Fence,,,,,,,,,,,,,,,,,,,,,d8794269-0959-4a13-a25e-a40cdca74aaf,,,,,,,,,,,,,,,,6/20/2023 2:41:57 PM,CCBER-Admin,6/20/2023 2:41:57 PM,CCBER-Admin,,,,,,,,-119.873350874206,34.4202881500569
28,Black-crowned Night-Heron,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,da289638-ccd2-45e4-88ce-5fe74ce4ca08,,,,,,,,,,,,,,,,6/20/2023 2:42:18 PM,CCBER-Admin,6/20/2023 2:42:18 PM,CCBER-Admin,,,,,,,,-119.873321574754,34.4211560507458
29,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,32ec6695-3bce-42a6-a5ed-ff12f22c9785,,,,,,,,,,,,,,,,6/20/2023 2:42:48 PM,CCBER-Admin,6/20/2023 2:42:48 PM,CCBER-Admin,,,,,,,,-119.873169750488,34.4209781335097
30,Western Bluebird,2,No,Fence,,,,,,,,,,,,,,,,,,,,,24719ff0-5e03-453d-a0b4-3fe22a8f3432,,,,,,,,,,,,,,,,6/20/2023 2:43:11 PM,CCBER-Admin,6/20/2023 2:43:11 PM,CCBER-Admin,,,,,,,,-119.873140451037,34.4202904035361
31,Bewick's Wren,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,ee540cc1-90d4-41b8-9152-cc66c9403746,,,,,,,,,,,,,,,,6/20/2023 2:47:09 PM,CCBER-Admin,6/20/2023 2:47:09 PM,CCBER-Admin,,,,,,,,-119.871994419923,34.4210063695671
32,Dark-eyed Junco,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,0b9051e7-2475-437c-82a5-eb26d1119e58,,,,,,,,,,,,,,,,6/20/2023 2:49:11 PM,CCBER-Admin,6/20/2023 2:49:11 PM,CCBER-Admin,,,,,,,,-119.872683202269,34.4205066068376
33,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,c6d410c5-b119-4878-87ea-dee94399349c,,,,,,,,,,,,,,,,6/20/2023 2:49:26 PM,CCBER-Admin,6/20/2023 2:49:26 PM,CCBER-Admin,,,,,,,,-119.872733689385,34.4212329275685
34,European Starling,3,No,Fence,,,,,,,,,,,,,,,,,,,,,76dd2c94-ab00-4c21-881c-6dd3468fd792,,,,,,,,,,,,,,,,6/20/2023 2:50:56 PM,CCBER-Admin,6/20/2023 2:50:56 PM,CCBER-Admin,,,,,,,,-119.872989729004,34.421277549054
35,Song Sparrow,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,87972d4e-85b9-4725-a501-bc73e7c8f589,,,,,,,,,,,,,,,,6/20/2023 2:51:09 PM,CCBER-Admin,6/20/2023 2:51:09 PM,CCBER-Admin,,,,,,,,-119.87209178652,34.4211734322175
36,Cassin's Kingbird,2,No,Fence,,,,,,,,,,,,,,,,,,,,,3dad340c-127d-4d5f-b4f0-f17859a05b71,,,,,,,,,,,,,,,,6/20/2023 3:03:19 PM,CCBER-Admin,6/20/2023 3:03:19 PM,CCBER-Admin,,,,,,,,-119.872524530146,34.4212064678226
37,House Sparrow,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,8a1170f0-b7d8-4ae8-8993-ebe3ffbad2d3,,,,,,,,,,,,,,,,6/20/2023 3:04:54 PM,CCBER-Admin,6/20/2023 3:04:54 PM,CCBER-Admin,,,,,,,,-119.872975303857,34.4210101324967
38,Lincoln's Sparrow,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,0c061c37-5320-4359-964f-12b75a78efb9,,,,,,,,,,,,,,,,6/20/2023 3:05:12 PM,CCBER-Admin,6/20/2023 3:05:12 PM,CCBER-Admin,,,,,,,,-119.872466830457,34.4211677952441
39,Song Sparrow,3,No,Bare ground,,,,,,,,,,,,,,,,,,,,,43caf217-3aa6-4735-a149-dbf044b3d3db,,,,,,,,,,,,,,,,6/20/2023 3:05:39 PM,CCBER-Admin,6/20/2023 3:05:39 PM,CCBER-Admin,,,,,,,,-119.872730082649,34.4209565866882
40,House Sparrow,3,No,Bare ground,,,,,,,,,,,,,,,,,,,,,0342d7b3-bb0e-45b5-84a2-f0e721afc864,,,,,,,,,,,,,,,,6/20/2023 3:08:18 PM,CCBER-Admin,6/20/2023 3:08:18 PM,CCBER-Admin,,,,,,,,-119.87089813751,34.4210993756817
41,Mallard,2,No,Flyover,,,,,,,,,,,,,,,,,,,,,a3ff2972-c7fb-4739-86bb-526837d98ecf,,,,,,,,,,,,,,,,6/20/2023 3:09:42 PM,CCBER-Admin,6/20/2023 3:09:42 PM,CCBER-Admin,,,,,,,,-119.870566367218,34.4210755776566
42,Rock Pigeon (Feral Pigeon),2,No,Flyover,,,,,,,,,,,,,,,,,,,,,808b693f-0d0a-45a3-96dd-87cbc9b4a5b5,,,,,,,,,,,,,,,,6/20/2023 3:11:07 PM,CCBER-Admin,6/20/2023 3:11:07 PM,CCBER-Admin,,,,,,,,-119.871056809634,34.4213879281428
43,California Towhee,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,7262f5b5-52ee-44ac-b8b7-13dbbe8f65ae,,,,,,,,,,,,,,,,6/20/2023 3:14:29 PM,CCBER-Admin,6/20/2023 3:14:29 PM,CCBER-Admin,,,,,,,,-119.870707009255,34.4213977311297
44,Killdeer,1,No,Flyover,,,,,,,,,,,,,,,,,,,,,829752e0-ac7f-47be-b35e-7331c15de3aa,,,,,,,,,,,,,,,,6/20/2023 3:14:41 PM,CCBER-Admin,6/20/2023 3:14:41 PM,CCBER-Admin,,,,,,,,-119.871098281257,34.4212460184963
45,Acorn Woodpecker,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,8bf2af9f-60f7-4521-b5a8-2edc3951bea5,,,,,,,,,,,,,,,,6/20/2023 3:15:52 PM,CCBER-Admin,6/20/2023 3:15:52 PM,CCBER-Admin,,,,,,,,-119.871720452626,34.4218984488922
46,House Sparrow,2,No,Building,,,,,,,,,,,,,,,,,,,,,90300112-85c4-4d18-9d8f-73c504fab8f3,,,,,,,,,,,,,,,,6/20/2023 3:16:39 PM,CCBER-Admin,6/20/2023 3:16:39 PM,CCBER-Admin,,,,,,,,-119.871735545221,34.4217739510998
47,House Finch,2,No,Fence,,,,,,,,,,,,,,,,,,,,,40c5649a-9b83-4abb-a54f-66a00a074476,,,,,,,,,,,,,,,,6/20/2023 3:20:44 PM,CCBER-Admin,6/20/2023 3:20:44 PM,CCBER-Admin,,,,,,,,-119.871556320542,34.4211981446387
48,Say's Phoebe,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,b094f676-bd0f-48c9-aafc-c6cc4682f774,,,,,,,,,,,,,,,,6/20/2023 3:20:59 PM,CCBER-Admin,6/20/2023 3:22:16 PM,CCBER-Admin,,,,,,,,-119.871500300703,34.4215062797368
49,Cliff Swallow,5,No,Flyover,,,,,,,,,,,,,,,,,,,,,985f5af0-7f96-465f-a114-66bab9e6142c,,,,,,,,,,,,,,,,6/20/2023 3:21:51 PM,CCBER-Admin,6/20/2023 3:21:51 PM,CCBER-Admin,,,,,,,,-119.871751214535,34.421557634735
50,Song Sparrow,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,8175a0dc-7362-482a-ac00-a24cbfe08bfc,,,,,,,,,,,,,,,,6/20/2023 3:23:03 PM,CCBER-Admin,6/20/2023 3:23:03 PM,CCBER-Admin,,,,,,,,-119.87196439643,34.422015165821
51,Common Yellowthroat,1,No,,,,,,,,,,,,,,,,,,,,,,1a362df8-ce3f-4ece-b196-c3fac7a236bd,,,,,,,,,,,,,,,,6/20/2023 3:23:46 PM,CCBER-Admin,6/20/2023 3:23:46 PM,CCBER-Admin,,,,,,,,-119.87236246239,34.4222594928497
52,California Towhee,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,07ac6176-0c98-4bf0-899f-ce633f82e6e0,,,,,,,,,,,,,,,,6/20/2023 3:23:58 PM,CCBER-Admin,6/20/2023 3:29:03 PM,CCBER-Admin,,,,,,,,-119.872139847286,34.4222828355549
53,House Finch,1,No,,,,,,,,,,,,,,,,,,,,,,00a3efe9-d61e-4cef-8416-fd0284993969,,,,,,,,,,,,,,,,6/20/2023 3:24:43 PM,CCBER-Admin,6/20/2023 3:24:43 PM,CCBER-Admin,,,,,,,,-119.872102116248,34.4225800730389
54,Great Egret,2,No,Flyover,,,,,,,,,,,,,,,,,,,,,22c60c0e-c391-435f-a089-7b3594038506,,,,,,,,,,,,,,,,6/20/2023 3:27:21 PM,CCBER-Admin,6/20/2023 3:27:21 PM,CCBER-Admin,,,,,,,,-119.873343478376,34.422671889562
55,House Finch,2,No,Flyover,,,,,,,,,,,,,,,,,,,,,03a2265b-d5c8-43e9-a1ec-02e22706291d,,,,,,,,,,,,,,,,6/20/2023 3:27:43 PM,CCBER-Admin,6/20/2023 3:30:30 PM,CCBER-Admin,,,,,,,,-119.872779632822,34.4223450155516
56,Mallard,6,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,90991eed-816e-49e6-899f-85c768243362,,,,,,,,,,,,,,,,6/20/2023 3:31:05 PM,CCBER-Admin,6/20/2023 3:31:05 PM,CCBER-Admin,,,,,,,,-119.873409005086,34.4217646387117
57,Double-crested Cormorant,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,c754b763-3a97-4ba3-b088-aa4a9bb54b57,,,,,,,,,,,,,,,,6/20/2023 3:31:27 PM,CCBER-Admin,6/20/2023 3:31:27 PM,CCBER-Admin,,,,,,,,-119.873501377948,34.4218042617413
58,Black-crowned Night-Heron,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,984d9f63-76ad-4489-a68c-1e596af07836,,,,,,,,,,,,,,,,6/20/2023 3:31:58 PM,CCBER-Admin,6/20/2023 3:31:58 PM,CCBER-Admin,,,,,,,,-119.873684910049,34.4217473514724
59,Black Phoebe,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,00444650-ce04-4dcd-8554-ac1c2e59a085,,,,,,,,,,,,,,,,6/20/2023 3:32:23 PM,CCBER-Admin,6/20/2023 3:32:23 PM,CCBER-Admin,,,,,,,,-119.87368860482,34.4217671633642
60,American Crow,5,No,Bare ground,,,,,,,,,,,,,,,,,,,,,7aed2873-66b9-425a-a7c1-a4aeb5363aee,,,,,,,,,,,,,,,,6/20/2023 3:33:48 PM,CCBER-Admin,6/20/2023 3:33:48 PM,CCBER-Admin,,,,,,,,-119.873272927389,34.4227485908535
61,House Sparrow,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,4ead5218-c082-4399-8bf7-1a64d20ee11f,,,,,,,,,,,,,,,,6/20/2023 3:36:49 PM,CCBER-Admin,6/20/2023 3:36:49 PM,CCBER-Admin,,,,,,,,-119.872119000084,34.4226038610026
62,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,2b426dde-139d-4b0f-870f-2bcebb6e0cc3,,,,,,,,,,,,,,,,6/20/2023 3:39:22 PM,CCBER-Admin,6/20/2023 3:39:22 PM,CCBER-Admin,,,,,,,,-119.872185560755,34.4216173424856
63,Anna's Hummingbird,1,No,Flyover,,,,,,,,,,,,,,,,,,,,,7879b15f-7128-4243-b087-84cc11fc07ab,,,,,,,,,,,,,,,,6/20/2023 3:39:38 PM,CCBER-Admin,6/20/2023 3:39:38 PM,CCBER-Admin,,,,,,,,-119.872831835719,34.4216191135246
64,Black Phoebe,2,No,Air,,,,,,,,,,,,,,,,,,,,,74e603a8-1279-4d2e-bad3-5ceb3e6ece9a,,,,,,,,,,,,,,,,6/20/2023 3:40:04 PM,CCBER-Admin,6/20/2023 3:40:04 PM,CCBER-Admin,,,,,,,,-119.873604790207,34.4215146162284
65,Song Sparrow,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,49197c85-723f-4c6d-84e7-dd6f8bf76ef7,,,,,,,,,,,,,,,,6/20/2023 3:40:47 PM,CCBER-Admin,6/20/2023 3:40:47 PM,CCBER-Admin,,,,,,,,-119.873293461079,34.4216970436517
66,House Finch,1,No,Fence,,,,,,,,,,,,,,,,,,,,,668b619d-7d1f-46da-9438-e0db0278b428,,,,,,,,,,,,,,,,6/20/2023 3:42:48 PM,CCBER-Admin,6/20/2023 3:42:48 PM,CCBER-Admin,,,,,,,,-119.873235489201,34.421202894604
67,Black Phoebe,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,f81ebcfa-6784-49f0-9967-1a4c3bca278e,,,,,,,,,,,,,,,,6/20/2023 3:43:03 PM,CCBER-Admin,6/20/2023 3:43:03 PM,CCBER-Admin,,,,,,,,-119.873168929428,34.421215292679
68,California Towhee,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,5e4ccffd-d84c-48e0-8e69-ff8b62d82ce0,,,,,,,,,,,,,,,,6/20/2023 3:44:28 PM,CCBER-Admin,6/20/2023 3:44:28 PM,CCBER-Admin,,,,,,,,-119.873871029298,34.4215748353141
69,Western Bluebird,2,No,Air,,,,,,,,,,,,,,,,,,,,,2648ba12-7579-428b-ab19-57a1be48097f,,,,,,,,,,,,,,,,6/20/2023 3:44:55 PM,CCBER-Admin,6/20/2023 3:44:55 PM,CCBER-Admin,,,,,,,,-119.874051385854,34.4214845070398
70,House Sparrow,1,No,Fence,,,,,,,,,,,,,,,,,,,,,f20154c9-0825-4472-8f31-d675b613fcd3,,,,,,,,,,,,,,,,6/20/2023 3:46:38 PM,CCBER-Admin,6/20/2023 3:46:38 PM,CCBER-Admin,,,,,,,,-119.873510317982,34.4213534424277
71,House Finch,1,No,Air,,,,,,,,,,,,,,,,,,,,,0544690b-eb70-44cf-b713-243c5877f8a6,,,,,,,,,,,,,,,,6/20/2023 3:46:55 PM,CCBER-Admin,6/20/2023 3:46:55 PM,CCBER-Admin,,,,,,,,-119.874420685962,34.4215394122842
72,Selasphorus sp.,2,No,Air,,,,,,,,,,,,,,,,,,,,,77a4527f-fd59-4518-8c3a-fcb8b1bc066b,,,,,,,,,,,,,,,,6/20/2023 3:49:20 PM,CCBER-Admin,6/20/2023 3:49:20 PM,CCBER-Admin,,,,,,,,-119.875065300841,34.4215103649883
73,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,c60e9a62-8302-4e3f-a5f4-a6c665d50a86,,,,,,,,,,,,,,,,6/20/2023 3:53:16 PM,CCBER-Admin,6/20/2023 3:53:16 PM,CCBER-Admin,,,,,,,,-119.875531164452,34.4211458097849
74,Song Sparrow,1,No,Fence,,,,,,,,,,,,,,,,,,,,,ecec29dd-c2a0-41dc-8062-6031d17fab81,,,,,,,,,,,,,,,,6/20/2023 3:53:38 PM,CCBER-Admin,6/20/2023 3:53:38 PM,CCBER-Admin,,,,,,,,-119.875154013967,34.4208754976135
75,Anna's Hummingbird,1,No,,,,,,,,,,,,,,,,,,,,,,46c9aad7-467b-4191-bf86-f157e7b6b928,,,,,,,,,,,,,,,,6/20/2023 3:53:51 PM,CCBER-Admin,6/20/2023 3:53:51 PM,CCBER-Admin,,,,,,,,-119.875149891598,34.4208669972912
76,California Gull,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,35d85fc0-f2a5-406d-a0b3-643cb5079b0c,,,,,,,,,,,,,,,,6/20/2023 3:54:33 PM,CCBER-Admin,6/20/2023 3:54:33 PM,CCBER-Admin,,,,,,,,-119.875819695236,34.4194797199138
77,House Finch,1,No,Air,,,,,,,,,,,,,,,,,,,,,12efc549-dc91-4da4-b691-daa7420ef358,,,,,,,,,,,,,,,,6/20/2023 3:55:55 PM,CCBER-Admin,6/20/2023 3:55:55 PM,CCBER-Admin,,,,,,,,-119.876005179376,34.4207173904388
78,Song Sparrow,1,No,Vegetation - Shrub,,,,6.1,Darwin R Glen K Hannah B,7:15,,63,0,Clear,None,,None,,,,,,,,466afae5-92a3-4a7b-9d62-c5a29c417895,,,,,,,,,,,,,,,,6/20/2023 2:18:34 PM,ccber_user,6/20/2023 2:18:34 PM,ccber_user,,,,,,,,-119.875334964309,34.4176180990973
79,Bewick's Wren,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,1b5611da-3f01-45de-907c-f7a500fb2301,,,,,,,,,,,,,,,,6/20/2023 2:20:52 PM,ccber_user,6/20/2023 2:20:52 PM,ccber_user,,,,,,,,-119.876665662096,34.4177180741578
80,Cliff Swallow,25,No,Air,,Feeding/Begging,,,,,,,,,,,,,,,,,,,05050c26-63d2-463b-988f-5e6520521e13,,,,,,,,,,,,,,,,6/20/2023 2:23:19 PM,ccber_user,6/20/2023 4:15:34 PM,ccber_user,,,,,,,,-119.879371204475,34.4186445872274
81,Anna's Hummingbird,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,885a0a5f-1730-45f4-8632-15606b905b9a,,,,,,,,,,,,,,,,6/20/2023 2:23:57 PM,ccber_user,6/20/2023 2:23:57 PM,ccber_user,,,,,,,,-119.876423717044,34.4178834478475
82,California Towhee,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,4efade10-4a52-41ad-80c5-52e2c943ffdb,,,,,,,,,,,,,,,,6/20/2023 2:27:32 PM,ccber_user,6/20/2023 2:29:05 PM,ccber_user,,,,,,,,-119.876520495244,34.4180317140193
83,Lark Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,a3a7c9b0-b6b1-4fbc-ba35-ae21c6689804,,,,,,,,,,,,,,,,6/20/2023 2:37:37 PM,ccber_user,6/20/2023 2:37:37 PM,ccber_user,,,,,,,,-119.880029725274,34.4188098153219
84,Cassin's Kingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,c55d4625-9074-4e6b-9d90-33d1134e35e7,,,,,,,,,,,,,,,,6/20/2023 2:38:34 PM,ccber_user,6/20/2023 2:38:34 PM,ccber_user,,,,,,,,-119.881018243989,34.419422831035
85,Song Sparrow,1,No,Fence,,,,,,,,,,,,,,,,,,,,,e7ca780e-ea48-4f80-8e2c-84f01ea0856e,,,,,,,,,,,,,,,,6/20/2023 2:40:58 PM,ccber_user,6/20/2023 2:40:58 PM,ccber_user,,,,,,,,-119.881217094162,34.4197203269338
