survey_id,date,p01m,valid
1,2017-09-09,0,9/9/2017 21:53
1,2017-09-09,0,9/9/2017 22:53
1,2017-09-09,0,9/9/2017 23:53
1,2017-09-10,0,9/10/2017 0:53
1,2017-09-10,0,9/10/2017 1:53
1,2017-09-10,0,9/10/2017 2:53
1,2017-09-10,0,9/10/2017 3:53
1,2017-09-10,0,9/10/2017 4:53
1,2017-09-10,0,9/10/2017 5:53
1,2017-09-10,0,9/10/2017 6:23
1,2017-09-10,0,9/10/2017 6:53
1,2017-09-10,0,9/10/2017 7:53
1,2017-09-10,0,9/10/2017 8:53
1,2017-09-10,0,9/10/2017 9:08
1,2017-09-10,0,9/10/2017 9:53
1,2017-09-10,0,9/10/2017 10:53
1,2017-09-10,0,9/10/2017 11:53
1,2017-09-10,0,9/10/2017 12:53
1,2017-09-10,0,9/10/2017 13:53
1,2017-09-10,0,9/10/2017 14:53
1,2017-09-10,0,9/10/2017 15:53
1,2017-09-10,0,9/10/2017 16:53
1,2017-09-10,0,9/10/2017 17:53
1,2017-09-10,1e-4,9/10/2017 18:53
1,2017-09-10,0,9/10/2017 19:19
1,2017-09-10,0,9/10/2017 19:53
1,2017-09-10,0,9/10/2017 20:53
1,2017-09-10,2.29,9/10/2017 21:53
1,2017-09-10,0.51,9/10/2017 22:53
1,2017-09-10,0.25,9/10/2017 23:06
1,2017-09-10,0.51,9/10/2017 23:15
1,2017-09-10,0.51,9/10/2017 23:32
1,2017-09-10,0.51,9/10/2017 23:53
1,2017-09-11,0,9/11/2017 0:53
1,2017-09-11,0,9/11/2017 1:53
1,2017-09-11,0,9/11/2017 2:44
1,2017-09-11,0,9/11/2017 2:53
1,2017-09-11,0.25,9/11/2017 3:35
1,2017-09-11,0.51,9/11/2017 3:53
1,2017-09-11,0,9/11/2017 4:18
1,2017-09-11,0,9/11/2017 4:53
1,2017-09-11,0,9/11/2017 5:53
1,2017-09-11,0,9/11/2017 6:53
1,2017-09-11,0,9/11/2017 7:53
1,2017-09-11,0,9/11/2017 8:53
1,2017-09-11,0,9/11/2017 9:53
1,2017-09-11,0,9/11/2017 10:53
1,2017-09-11,0,9/11/2017 11:53
1,2017-09-11,0,9/11/2017 12:53
1,2017-09-11,0,9/11/2017 13:53
1,2017-09-11,0,9/11/2017 14:53
1,2017-09-11,0,9/11/2017 15:53
1,2017-09-11,0,9/11/2017 16:53
1,2017-09-11,0,9/11/2017 17:53
1,2017-09-11,0,9/11/2017 18:53
1,2017-09-11,0,9/11/2017 19:53
1,2017-09-11,0,9/11/2017 20:53
1,2017-09-11,0,9/11/2017 21:53
1,2017-09-11,0,9/11/2017 22:53
1,2017-09-11,0,9/11/2017 23:53
1,2017-09-12,0,9/12/2017 0:53
1,2017-09-12,0,9/12/2017 1:21
1,2017-09-12,0,9/12/2017 1:31
1,2017-09-12,0,9/12/2017 1:53
1,2017-09-12,0,9/12/2017 2:21
1,2017-09-12,0,9/12/2017 2:53
1,2017-09-12,0,9/12/2017 3:53
1,2017-09-12,0,9/12/2017 4:13
1,2017-09-12,0,9/12/2017 4:53
1,2017-09-12,0,9/12/2017 5:53
1,2017-09-12,0,9/12/2017 6:53
1,2017-09-12,0,9/12/2017 7:53
1,2017-09-12,0,9/12/2017 8:53
1,2017-09-12,0,9/12/2017 9:53
1,2017-09-12,0,9/12/2017 10:00
1,2017-09-12,0,9/12/2017 10:53
1,2017-09-12,0,9/12/2017 11:26
1,2017-09-12,0,9/12/2017 11:53
1,2017-09-12,0,9/12/2017 12:53
1,2017-09-12,0,9/12/2017 13:53
1,2017-09-12,0,9/12/2017 14:53
1,2017-09-12,0,9/12/2017 15:53
1,2017-09-12,0,9/12/2017 16:53
1,2017-09-12,0,9/12/2017 17:53
1,2017-09-12,0,9/12/2017 18:53
1,2017-09-12,0,9/12/2017 19:53
1,2017-09-12,0,9/12/2017 20:53
1,2017-09-12,0,9/12/2017 21:53
1,2017-09-12,0,9/12/2017 22:53
1,2017-09-12,0,9/12/2017 23:53
1,2017-09-13,0,9/13/2017 0:53
1,2017-09-13,0,9/13/2017 1:53
1,2017-09-13,0,9/13/2017 2:53
1,2017-09-13,0,9/13/2017 3:53
1,2017-09-13,0,9/13/2017 4:53
1,2017-09-13,0,9/13/2017 5:00
1,2017-09-13,0,9/13/2017 5:53
1,2017-09-13,0,9/13/2017 6:53
1,2017-09-13,0,9/13/2017 7:53
1,2017-09-13,0,9/13/2017 8:31
1,2017-09-13,0,9/13/2017 8:53
1,2017-09-13,0,9/13/2017 9:53
1,2017-09-13,0,9/13/2017 10:53
1,2017-09-13,0,9/13/2017 11:53
1,2017-09-13,0,9/13/2017 12:53
1,2017-09-13,0,9/13/2017 13:53
1,2017-09-13,0,9/13/2017 14:53
1,2017-09-13,0,9/13/2017 15:53
1,2017-09-13,0,9/13/2017 16:53
1,2017-09-13,0,9/13/2017 17:53
1,2017-09-13,0,9/13/2017 18:53
1,2017-09-13,0,9/13/2017 19:53
1,2017-09-13,0,9/13/2017 20:53
1,2017-09-13,0,9/13/2017 21:53
1,2017-09-13,0,9/13/2017 22:53
1,2017-09-13,0,9/13/2017 23:53
1,2017-09-14,0,9/14/2017 0:53
1,2017-09-14,0,9/14/2017 1:53
1,2017-09-14,0,9/14/2017 2:53
1,2017-09-14,0,9/14/2017 3:53
1,2017-09-14,0,9/14/2017 4:53
1,2017-09-14,0,9/14/2017 5:13
1,2017-09-14,0,9/14/2017 5:53
1,2017-09-14,0,9/14/2017 6:53
1,2017-09-14,0,9/14/2017 7:53
1,2017-09-14,0,9/14/2017 8:53
1,2017-09-14,0,9/14/2017 9:53
1,2017-09-14,0,9/14/2017 10:53
1,2017-09-14,0,9/14/2017 11:53
1,2017-09-14,0,9/14/2017 12:53
1,2017-09-14,0,9/14/2017 13:53
1,2017-09-14,0,9/14/2017 14:53
1,2017-09-14,0,9/14/2017 15:53
1,2017-09-14,0,9/14/2017 16:53
1,2017-09-14,0,9/14/2017 17:53
1,2017-09-14,0,9/14/2017 18:53
1,2017-09-14,0,9/14/2017 19:53
1,2017-09-14,0,9/14/2017 20:53
1,2017-09-14,0,9/14/2017 21:53
1,2017-09-14,0,9/14/2017 22:53
1,2017-09-14,0,9/14/2017 23:53
1,2017-09-15,0,9/15/2017 0:53
1,2017-09-15,0,9/15/2017 1:53
1,2017-09-15,0,9/15/2017 2:53
1,2017-09-15,0,9/15/2017 3:53
1,2017-09-15,0,9/15/2017 4:53
1,2017-09-15,0,9/15/2017 5:53
1,2017-09-15,0,9/15/2017 6:53
1,2017-09-15,0,9/15/2017 7:53
1,2017-09-15,0,9/15/2017 8:53
1,2017-09-15,0,9/15/2017 9:53
1,2017-09-15,0,9/15/2017 10:53
1,2017-09-15,0,9/15/2017 11:53
1,2017-09-15,0,9/15/2017 12:53
1,2017-09-15,0,9/15/2017 13:53
1,2017-09-15,0,9/15/2017 14:53
1,2017-09-15,0,9/15/2017 15:53
1,2017-09-15,0,9/15/2017 16:53
1,2017-09-15,0,9/15/2017 17:53
1,2017-09-15,0,9/15/2017 18:53
1,2017-09-15,0,9/15/2017 19:53
1,2017-09-15,0,9/15/2017 20:53
1,2017-09-15,0,9/15/2017 21:53
1,2017-09-15,0,9/15/2017 22:53
1,2017-09-15,0,9/15/2017 23:53
1,2017-09-16,0,9/16/2017 0:53
1,2017-09-16,0,9/16/2017 1:53
1,2017-09-16,0,9/16/2017 2:53
1,2017-09-16,0,9/16/2017 3:53
1,2017-09-16,0,9/16/2017 4:53
1,2017-09-16,0,9/16/2017 5:53
1,2017-09-16,0,9/16/2017 6:53
1,2017-09-16,0,9/16/2017 7:53
1,2017-09-16,0,9/16/2017 8:53
1,2017-09-16,0,9/16/2017 9:53
1,2017-09-16,0,9/16/2017 10:53
1,2017-09-16,0,9/16/2017 11:53
1,2017-09-16,0,9/16/2017 12:53
1,2017-09-16,0,9/16/2017 13:53
1,2017-09-16,0,9/16/2017 14:53
1,2017-09-16,0,9/16/2017 15:53
1,2017-09-16,0,9/16/2017 16:53
1,2017-09-16,0,9/16/2017 17:53
1,2017-09-16,0,9/16/2017 18:53
1,2017-09-16,0,9/16/2017 19:53
1,2017-09-16,0,9/16/2017 20:53
1,2017-09-16,0,9/16/2017 21:53
1,2017-09-16,0,9/16/2017 22:53
1,2017-09-16,0,9/16/2017 23:53
1,2017-09-17,0,9/17/2017 0:20
1,2017-09-17,0,9/17/2017 0:53
1,2017-09-17,0,9/17/2017 1:34
1,2017-09-17,0,9/17/2017 1:43
1,2017-09-17,0,9/17/2017 1:53
1,2017-09-17,0,9/17/2017 2:53
1,2017-09-17,0,9/17/2017 3:21
1,2017-09-17,0,9/17/2017 3:53
1,2017-09-17,0,9/17/2017 4:24
1,2017-09-17,0,9/17/2017 4:49
1,2017-09-17,0,9/17/2017 4:53
1,2017-09-17,0,9/17/2017 5:45
1,2017-09-17,0,9/17/2017 5:53
1,2017-09-17,0,9/17/2017 6:53
1,2017-09-17,0,9/17/2017 7:53
1,2017-09-17,0,9/17/2017 8:53
1,2017-09-17,0,9/17/2017 9:51
1,2017-09-17,0,9/17/2017 9:53
1,2017-09-17,0,9/17/2017 10:04
1,2017-09-17,0,9/17/2017 10:19
1,2017-09-17,0,9/17/2017 10:28
1,2017-09-17,0,9/17/2017 10:53
1,2017-09-17,0,9/17/2017 11:53
1,2017-09-17,0,9/17/2017 12:53
1,2017-09-17,0,9/17/2017 13:53
1,2017-09-17,0,9/17/2017 14:53
1,2017-09-17,0,9/17/2017 15:53
1,2017-09-17,0,9/17/2017 16:53
1,2017-09-17,0,9/17/2017 17:53
1,2017-09-17,0,9/17/2017 18:53
1,2017-09-17,0,9/17/2017 19:53
1,2017-09-17,0,9/17/2017 20:53
1,2017-09-17,0,9/17/2017 21:53
1,2017-09-17,0,9/17/2017 22:53
1,2017-09-17,0,9/17/2017 23:53
1,2017-09-18,0,9/18/2017 0:53
1,2017-09-18,0,9/18/2017 1:28
1,2017-09-18,0,9/18/2017 1:53
1,2017-09-18,0,9/18/2017 2:53
1,2017-09-18,0,9/18/2017 3:23
1,2017-09-18,0,9/18/2017 3:32
1,2017-09-18,0,9/18/2017 3:39
1,2017-09-18,0,9/18/2017 3:53
1,2017-09-18,0,9/18/2017 4:09
1,2017-09-18,0,9/18/2017 4:24
1,2017-09-18,0,9/18/2017 4:41
1,2017-09-18,0,9/18/2017 4:53
1,2017-09-18,0,9/18/2017 5:18
1,2017-09-18,0,9/18/2017 5:28
1,2017-09-18,0,9/18/2017 5:53
1,2017-09-18,0,9/18/2017 6:53
1,2017-09-18,0,9/18/2017 7:53
1,2017-09-18,0,9/18/2017 7:56
1,2017-09-18,0,9/18/2017 8:28
1,2017-09-18,0,9/18/2017 8:53
1,2017-09-18,0,9/18/2017 9:53
1,2017-09-18,0,9/18/2017 10:53
1,2017-09-18,0,9/18/2017 11:53
1,2017-09-18,0,9/18/2017 12:53
1,2017-09-18,0,9/18/2017 13:53
1,2017-09-18,0,9/18/2017 14:53
1,2017-09-18,0,9/18/2017 15:53
1,2017-09-18,0,9/18/2017 16:53
1,2017-09-18,0,9/18/2017 17:53
1,2017-09-18,0,9/18/2017 18:53
1,2017-09-18,0,9/18/2017 19:53
1,2017-09-18,0,9/18/2017 20:53
1,2017-09-18,0,9/18/2017 21:53
1,2017-09-18,0,9/18/2017 22:53
1,2017-09-18,0,9/18/2017 23:53
1,2017-09-19,0,9/19/2017 0:53
1,2017-09-19,0,9/19/2017 1:53
1,2017-09-19,0,9/19/2017 2:53
1,2017-09-19,0,9/19/2017 3:53
1,2017-09-19,0,9/19/2017 4:53
1,2017-09-19,0,9/19/2017 5:18
1,2017-09-19,0,9/19/2017 5:53
1,2017-09-19,0,9/19/2017 6:16
1,2017-09-19,0,9/19/2017 6:53
1,2017-09-19,0,9/19/2017 7:01
1,2017-09-19,0,9/19/2017 7:53
1,2017-09-19,0,9/19/2017 8:26
1,2017-09-19,0,9/19/2017 8:53
1,2017-09-19,0,9/19/2017 9:53
1,2017-09-19,0,9/19/2017 10:53
1,2017-09-19,0,9/19/2017 11:53
1,2017-09-19,0,9/19/2017 12:53
1,2017-09-19,0,9/19/2017 13:53
1,2017-09-19,0,9/19/2017 14:53
1,2017-09-19,0,9/19/2017 15:48
1,2017-09-19,0,9/19/2017 15:53
1,2017-09-19,0,9/19/2017 16:53
1,2017-09-19,0,9/19/2017 17:53
1,2017-09-19,0,9/19/2017 18:53
1,2017-09-19,0,9/19/2017 19:53
1,2017-09-19,0,9/19/2017 20:53
1,2017-09-19,0,9/19/2017 21:53
1,2017-09-19,0,9/19/2017 22:53
1,2017-09-19,0,9/19/2017 23:53
1,2017-09-20,0,9/20/2017 0:53
1,2017-09-20,0,9/20/2017 1:53
1,2017-09-20,0,9/20/2017 2:53
1,2017-09-20,0,9/20/2017 3:53
1,2017-09-20,0,9/20/2017 4:53
1,2017-09-20,0,9/20/2017 5:53
1,2017-09-20,0,9/20/2017 6:53
1,2017-09-20,0,9/20/2017 7:53
1,2017-09-20,0,9/20/2017 8:53
1,2017-09-20,0,9/20/2017 9:53
1,2017-09-20,0,9/20/2017 10:53
1,2017-09-20,0,9/20/2017 11:53
1,2017-09-20,0,9/20/2017 12:53
1,2017-09-20,0,9/20/2017 13:53
1,2017-09-20,0,9/20/2017 14:53
1,2017-09-20,0,9/20/2017 15:53
1,2017-09-20,0,9/20/2017 16:53
1,2017-09-20,0,9/20/2017 17:53
1,2017-09-20,0,9/20/2017 18:53
1,2017-09-20,0,9/20/2017 19:53
1,2017-09-20,0,9/20/2017 20:53
1,2017-09-20,0,9/20/2017 21:53
1,2017-09-20,0,9/20/2017 22:53
1,2017-09-20,0,9/20/2017 23:53
1,2017-09-21,0,9/21/2017 0:53
1,2017-09-21,0,9/21/2017 1:53
1,2017-09-21,0,9/21/2017 2:53
1,2017-09-21,0,9/21/2017 3:53
1,2017-09-21,0,9/21/2017 4:53
1,2017-09-21,0,9/21/2017 5:53
1,2017-09-21,0,9/21/2017 6:53
1,2017-09-21,0,9/21/2017 7:53
1,2017-09-21,0,9/21/2017 8:53
1,2017-09-21,0,9/21/2017 9:53
1,2017-09-21,0,9/21/2017 10:53
1,2017-09-21,0,9/21/2017 11:53
1,2017-09-21,0,9/21/2017 12:53
1,2017-09-21,0,9/21/2017 13:53
1,2017-09-21,0,9/21/2017 14:53
1,2017-09-21,0,9/21/2017 15:53
1,2017-09-21,0,9/21/2017 16:53
1,2017-09-21,0,9/21/2017 17:53
1,2017-09-21,0,9/21/2017 18:53
1,2017-09-21,0,9/21/2017 19:53
1,2017-09-21,0,9/21/2017 20:53
1,2017-09-21,0,9/21/2017 21:53
1,2017-09-21,0,9/21/2017 22:53
1,2017-09-21,0,9/21/2017 23:53
1,2017-09-22,0,9/22/2017 0:53
1,2017-09-22,0,9/22/2017 1:53
1,2017-09-22,0,9/22/2017 2:53
1,2017-09-22,0,9/22/2017 3:53
1,2017-09-22,0,9/22/2017 4:53
1,2017-09-22,0,9/22/2017 5:53
1,2017-09-22,0,9/22/2017 6:53
1,2017-09-22,0,9/22/2017 7:53
1,2017-09-22,0,9/22/2017 8:53
1,2017-09-22,0,9/22/2017 9:53
1,2017-09-22,0,9/22/2017 10:53
1,2017-09-22,0,9/22/2017 11:53
1,2017-09-22,0,9/22/2017 12:53
1,2017-09-22,0,9/22/2017 13:53
1,2017-09-22,0,9/22/2017 14:53
1,2017-09-22,0,9/22/2017 15:53
1,2017-09-22,0,9/22/2017 16:53
1,2017-09-22,0,9/22/2017 17:53
1,2017-09-22,0,9/22/2017 18:53
1,2017-09-22,0,9/22/2017 19:53
1,2017-09-22,0,9/22/2017 20:53
1,2017-09-22,0,9/22/2017 21:53
1,2017-09-22,0,9/22/2017 22:53
1,2017-09-22,0,9/22/2017 23:53
1,2017-09-23,0,9/23/2017 0:53
1,2017-09-23,0,9/23/2017 1:53
1,2017-09-23,0,9/23/2017 2:53
1,2017-09-23,0,9/23/2017 3:53
1,2017-09-23,0,9/23/2017 4:53
1,2017-09-23,0,9/23/2017 5:53
1,2017-09-23,0,9/23/2017 6:53
1,2017-09-23,0,9/23/2017 7:53
1,2017-09-23,0,9/23/2017 8:53
1,2017-09-23,0,9/23/2017 9:53
1,2017-09-23,0,9/23/2017 10:53
1,2017-09-23,0,9/23/2017 11:53
1,2017-09-23,0,9/23/2017 12:53
1,2017-09-23,0,9/23/2017 13:53
1,2017-09-23,0,9/23/2017 14:53
1,2017-09-23,0,9/23/2017 15:53
1,2017-09-23,0,9/23/2017 16:53
1,2017-09-23,0,9/23/2017 17:53
1,2017-09-23,0,9/23/2017 18:53
1,2017-09-23,0,9/23/2017 19:53
1,2017-09-23,0,9/23/2017 20:53
1,2017-09-23,0,9/23/2017 21:53
1,2017-09-23,0,9/23/2017 22:53
1,2017-09-23,0,9/23/2017 23:53
1,2017-09-24,0,9/24/2017 0:53
1,2017-09-24,0,9/24/2017 1:53
1,2017-09-24,0,9/24/2017 2:53
1,2017-09-24,0,9/24/2017 3:53
1,2017-09-24,0,9/24/2017 4:53
1,2017-09-24,0,9/24/2017 5:53
1,2017-09-24,0,9/24/2017 6:53
1,2017-09-24,0,9/24/2017 7:53
1,2017-09-24,0,9/24/2017 8:53
1,2017-09-24,0,9/24/2017 9:53
1,2017-09-24,0,9/24/2017 10:53
1,2017-09-24,0,9/24/2017 11:53
1,2017-09-24,0,9/24/2017 12:53
1,2017-09-24,0,9/24/2017 13:53
