station,valid,p01m
SBA,10/22/2018 20:53,0
SBA,10/22/2018 21:53,0
SBA,10/22/2018 22:53,0
SBA,10/22/2018 23:53,0
SBA,10/23/2018 1:53,0
SBA,10/23/2018 2:53,0
SBA,10/23/2018 3:53,0
SBA,10/23/2018 4:53,0
SBA,10/23/2018 5:53,0
SBA,10/23/2018 6:53,0
SBA,10/23/2018 7:08,0
SBA,10/23/2018 7:53,0
SBA,10/23/2018 8:53,0
SBA,10/23/2018 9:53,0
SBA,10/23/2018 10:53,0
SBA,10/23/2018 11:53,0
SBA,10/23/2018 12:53,0
SBA,10/23/2018 13:53,0
SBA,10/23/2018 14:53,0
SBA,10/23/2018 15:53,0
SBA,10/23/2018 16:53,0
SBA,10/23/2018 17:53,0
SBA,10/23/2018 18:53,0
SBA,10/23/2018 19:53,0
SBA,10/23/2018 20:53,0
SBA,10/23/2018 21:53,0
SBA,10/23/2018 22:53,0
SBA,10/23/2018 23:53,0
SBA,10/24/2018 0:53,0
SBA,10/24/2018 1:53,0
SBA,10/24/2018 2:53,0
SBA,10/24/2018 3:53,0
SBA,10/24/2018 4:53,0
SBA,10/24/2018 5:53,0
SBA,10/24/2018 6:53,0
SBA,10/24/2018 7:53,0
SBA,10/24/2018 8:53,0
SBA,10/24/2018 9:53,0
SBA,10/24/2018 10:53,0
SBA,10/24/2018 11:53,0
SBA,10/24/2018 12:53,0
SBA,10/24/2018 13:53,0
SBA,10/24/2018 14:53,0
SBA,10/24/2018 15:53,0
SBA,10/24/2018 16:53,0
SBA,10/24/2018 17:53,0
SBA,10/24/2018 18:53,0
SBA,10/24/2018 19:53,0
SBA,10/24/2018 20:53,0
SBA,10/24/2018 21:53,0
SBA,10/24/2018 22:53,0
SBA,10/24/2018 23:53,0
SBA,10/25/2018 0:53,0
SBA,10/25/2018 1:53,0
SBA,10/25/2018 2:53,0
SBA,10/25/2018 3:53,0
SBA,10/25/2018 4:53,0
SBA,10/25/2018 5:53,0
SBA,10/25/2018 6:36,0
SBA,10/25/2018 6:53,0
SBA,10/25/2018 7:53,0
SBA,10/25/2018 8:53,0
SBA,10/25/2018 9:53,0
SBA,10/25/2018 10:16,0
SBA,10/25/2018 10:53,0
SBA,10/25/2018 11:53,0
SBA,10/25/2018 12:53,0
SBA,10/25/2018 13:53,0
SBA,10/25/2018 14:53,0
SBA,10/25/2018 15:53,0
SBA,10/25/2018 16:53,0
SBA,10/25/2018 17:53,0
SBA,10/25/2018 18:53,0
SBA,10/25/2018 19:53,0
SBA,10/25/2018 20:53,0
SBA,10/25/2018 21:53,0
SBA,10/25/2018 22:53,0
SBA,10/25/2018 23:53,0
SBA,10/26/2018 0:53,0
SBA,10/26/2018 1:53,0
SBA,10/26/2018 2:53,0
SBA,10/26/2018 3:53,0
SBA,10/26/2018 4:53,0
SBA,10/26/2018 5:53,0
SBA,10/26/2018 6:04,0
SBA,10/26/2018 6:26,0
SBA,10/26/2018 6:53,0
SBA,10/26/2018 7:53,0
SBA,10/26/2018 8:53,0
SBA,10/26/2018 9:53,0
SBA,10/26/2018 10:53,0
SBA,10/26/2018 11:02,0
SBA,10/26/2018 11:12,0
SBA,10/26/2018 11:53,0
SBA,10/26/2018 12:53,0
SBA,10/26/2018 13:53,0
SBA,10/26/2018 14:53,0
SBA,10/26/2018 15:53,0
SBA,10/26/2018 16:53,0
SBA,10/26/2018 17:53,0
SBA,10/26/2018 18:53,0
SBA,10/26/2018 19:53,0
SBA,10/26/2018 20:53,0
SBA,10/26/2018 21:53,0
SBA,10/26/2018 22:53,0
SBA,10/26/2018 23:53,0
SBA,10/27/2018 0:53,0
SBA,10/27/2018 1:36,0
SBA,10/27/2018 1:53,0
SBA,10/27/2018 2:53,0
SBA,10/27/2018 3:04,0
SBA,10/27/2018 3:11,0
SBA,10/27/2018 3:14,0
SBA,10/27/2018 3:48,0
SBA,10/27/2018 3:53,0
SBA,10/27/2018 4:53,0
SBA,10/27/2018 5:27,0
SBA,10/27/2018 5:53,0
SBA,10/27/2018 6:53,0
SBA,10/27/2018 7:53,0
SBA,10/27/2018 8:27,0
SBA,10/27/2018 8:53,0
SBA,10/27/2018 9:53,0
SBA,10/27/2018 10:16,0
SBA,10/27/2018 10:24,0
SBA,10/27/2018 10:53,0
SBA,10/27/2018 11:53,0
SBA,10/27/2018 12:53,0
SBA,10/27/2018 13:53,0
SBA,10/27/2018 14:53,0
SBA,10/27/2018 15:53,0
SBA,10/27/2018 16:53,0
SBA,10/27/2018 16:58,0
SBA,10/27/2018 17:53,0
SBA,10/27/2018 18:29,0
SBA,10/27/2018 18:53,0
SBA,10/27/2018 19:53,0
SBA,10/27/2018 20:53,0
SBA,10/27/2018 21:14,0
SBA,10/27/2018 21:28,0
SBA,10/27/2018 21:42,0
SBA,10/27/2018 21:53,0
SBA,10/27/2018 22:53,0
SBA,10/27/2018 23:07,0
SBA,10/27/2018 23:18,0
SBA,10/27/2018 23:53,0
SBA,10/28/2018 0:38,0
SBA,10/28/2018 0:46,0
SBA,10/28/2018 0:53,0
SBA,10/28/2018 1:34,0
SBA,10/28/2018 1:53,0
SBA,10/28/2018 2:01,0
SBA,10/28/2018 2:53,0
SBA,10/28/2018 3:53,0
SBA,10/28/2018 4:53,0
SBA,10/28/2018 5:53,0
SBA,10/28/2018 6:53,0
SBA,10/28/2018 7:53,0
SBA,10/28/2018 8:53,0
SBA,10/28/2018 9:53,0
SBA,10/28/2018 10:53,0
SBA,10/28/2018 11:53,0
SBA,10/28/2018 12:53,0
SBA,10/28/2018 13:53,0
SBA,10/28/2018 14:53,0
SBA,10/28/2018 15:53,0
SBA,10/28/2018 16:53,0
SBA,10/28/2018 17:53,0
SBA,10/28/2018 18:53,0
SBA,10/28/2018 19:53,0
SBA,10/28/2018 20:53,0
SBA,10/28/2018 21:53,0
SBA,10/28/2018 22:53,0
SBA,10/28/2018 23:53,0
SBA,10/29/2018 0:53,0
SBA,10/29/2018 1:53,0
SBA,10/29/2018 2:53,0
SBA,10/29/2018 3:27,0
SBA,10/29/2018 3:53,0
SBA,10/29/2018 4:11,0
SBA,10/29/2018 4:53,0
SBA,10/29/2018 5:12,0
SBA,10/29/2018 5:22,0
SBA,10/29/2018 5:53,0
SBA,10/29/2018 6:17,0
SBA,10/29/2018 6:53,0
SBA,10/29/2018 7:53,0
SBA,10/29/2018 8:53,0
SBA,10/29/2018 9:37,0
SBA,10/29/2018 9:53,0
SBA,10/29/2018 10:53,0
SBA,10/29/2018 11:53,0
SBA,10/29/2018 12:53,0
SBA,10/29/2018 13:53,0
SBA,10/29/2018 14:53,0
SBA,10/29/2018 15:53,0
SBA,10/29/2018 16:53,0
SBA,10/29/2018 17:53,0
SBA,10/29/2018 18:53,0
SBA,10/29/2018 19:53,0
SBA,10/29/2018 20:53,0
SBA,10/29/2018 21:12,0
SBA,10/29/2018 21:53,0
SBA,10/29/2018 22:07,0
SBA,10/29/2018 22:27,0
SBA,10/29/2018 22:53,0
SBA,10/29/2018 23:45,0
SBA,10/29/2018 23:53,0
SBA,10/29/2018 23:56,0
SBA,10/30/2018 0:53,0
SBA,10/30/2018 1:53,0
SBA,10/30/2018 2:18,0
SBA,10/30/2018 2:26,0
SBA,10/30/2018 2:53,0
SBA,10/30/2018 3:53,0
SBA,10/30/2018 4:21,0
SBA,10/30/2018 4:37,0
SBA,10/30/2018 4:53,0
SBA,10/30/2018 5:07,0
SBA,10/30/2018 5:22,0
SBA,10/30/2018 5:29,0
SBA,10/30/2018 5:53,0
SBA,10/30/2018 6:32,0
SBA,10/30/2018 6:53,0
SBA,10/30/2018 7:53,0
SBA,10/30/2018 8:53,0
SBA,10/30/2018 9:36,0
SBA,10/30/2018 9:53,0
SBA,10/30/2018 10:53,0
SBA,10/30/2018 11:53,0
SBA,10/30/2018 12:53,0
SBA,10/30/2018 13:53,0
SBA,10/30/2018 14:53,0
SBA,10/30/2018 15:53,0
SBA,10/30/2018 16:53,0
SBA,10/30/2018 17:53,0
SBA,10/30/2018 18:53,0
SBA,10/30/2018 19:53,0
SBA,10/30/2018 20:53,0
SBA,10/30/2018 21:53,0
SBA,10/30/2018 22:53,0
SBA,10/30/2018 23:53,0
SBA,10/31/2018 0:53,0
SBA,10/31/2018 1:53,0
SBA,10/31/2018 2:53,0
SBA,10/31/2018 3:53,0
SBA,10/31/2018 4:53,0
SBA,10/31/2018 5:53,0
SBA,10/31/2018 6:53,0
SBA,10/31/2018 7:53,0
SBA,10/31/2018 8:53,0
SBA,10/31/2018 9:53,0
SBA,10/31/2018 10:53,0
SBA,10/31/2018 11:53,0
SBA,10/31/2018 12:53,0
SBA,10/31/2018 13:53,0
SBA,10/31/2018 14:53,0
SBA,10/31/2018 15:53,0
SBA,10/31/2018 16:53,0
SBA,10/31/2018 17:53,0
SBA,10/31/2018 18:53,0
SBA,10/31/2018 19:53,0
SBA,10/31/2018 20:53,0
SBA,10/31/2018 21:53,0
SBA,10/31/2018 22:53,0
SBA,10/31/2018 23:53,0
SBA,11/1/2018 0:53,0
SBA,11/1/2018 1:53,0
SBA,11/1/2018 2:53,0
SBA,11/1/2018 3:53,0
SBA,11/1/2018 4:53,0
SBA,11/1/2018 5:53,0
SBA,11/1/2018 6:53,0
SBA,11/1/2018 7:53,0
SBA,11/1/2018 8:53,0
SBA,11/1/2018 9:53,0
SBA,11/1/2018 10:53,0
SBA,11/1/2018 11:53,0
SBA,11/1/2018 12:53,0
SBA,11/1/2018 13:53,0
SBA,11/1/2018 14:53,0
SBA,11/1/2018 15:53,0
SBA,11/1/2018 16:53,0
SBA,11/1/2018 17:53,0
SBA,11/1/2018 18:53,0
SBA,11/1/2018 19:53,0
SBA,11/1/2018 20:53,0
SBA,11/1/2018 21:53,0
SBA,11/1/2018 22:53,0
SBA,11/1/2018 23:53,0
SBA,11/2/2018 0:53,0
SBA,11/2/2018 1:53,0
SBA,11/2/2018 2:53,0
SBA,11/2/2018 3:53,0
SBA,11/2/2018 4:53,0
SBA,11/2/2018 5:53,0
SBA,11/2/2018 6:53,0
SBA,11/2/2018 7:53,0
SBA,11/2/2018 8:53,0
SBA,11/2/2018 9:53,0
SBA,11/2/2018 10:53,0
SBA,11/2/2018 11:53,0
SBA,11/2/2018 12:53,0
SBA,11/2/2018 13:53,0
SBA,11/2/2018 14:53,0
SBA,11/2/2018 15:53,0
SBA,11/2/2018 16:53,0
SBA,11/2/2018 17:53,0
SBA,11/2/2018 18:53,0
SBA,11/2/2018 19:53,0
SBA,11/2/2018 20:53,0
SBA,11/2/2018 21:53,0
SBA,11/2/2018 22:53,0
SBA,11/2/2018 23:53,0
SBA,11/3/2018 0:53,0
SBA,11/3/2018 1:53,0
SBA,11/3/2018 2:53,0
SBA,11/3/2018 3:53,0
SBA,11/3/2018 4:53,0
SBA,11/3/2018 5:53,0
SBA,11/3/2018 6:53,0
SBA,11/3/2018 7:53,0
SBA,11/3/2018 8:53,0
SBA,11/3/2018 9:53,0
SBA,11/3/2018 10:53,0
SBA,11/3/2018 11:53,0
SBA,11/3/2018 12:53,0
SBA,11/3/2018 13:53,0
SBA,11/3/2018 14:53,0
SBA,11/3/2018 15:53,0
SBA,11/3/2018 16:53,0
SBA,11/3/2018 17:53,0
SBA,11/3/2018 18:53,0
SBA,11/3/2018 19:53,0
SBA,11/3/2018 20:53,0
SBA,11/3/2018 21:53,0
SBA,11/3/2018 22:53,0
SBA,11/3/2018 23:53,0
SBA,11/4/2018 0:53,0
SBA,11/4/2018 1:53,0
SBA,11/4/2018 1:53,0
SBA,11/4/2018 2:53,0
SBA,11/4/2018 3:53,0
SBA,11/4/2018 4:53,0
SBA,11/4/2018 5:53,0
SBA,11/4/2018 6:53,0
SBA,11/4/2018 7:53,0
SBA,11/4/2018 8:53,0
SBA,11/4/2018 9:53,0
SBA,11/4/2018 10:53,0
SBA,11/4/2018 11:53,0
SBA,11/4/2018 12:53,0
SBA,11/4/2018 13:53,0
SBA,11/4/2018 14:53,0
SBA,11/4/2018 15:53,0
SBA,11/4/2018 16:53,0
SBA,11/4/2018 17:53,0
SBA,11/4/2018 18:53,0
SBA,11/4/2018 19:53,0
SBA,11/4/2018 20:53,0
SBA,11/4/2018 21:53,0
SBA,11/4/2018 22:53,0
SBA,11/4/2018 23:53,0
SBA,11/5/2018 0:53,0
SBA,11/5/2018 1:53,0
SBA,11/5/2018 2:28,0
SBA,11/5/2018 2:38,0
SBA,11/5/2018 2:53,0
SBA,11/5/2018 3:42,0
SBA,11/5/2018 3:53,0
SBA,11/5/2018 4:53,0
SBA,11/5/2018 5:53,0
SBA,11/5/2018 6:53,0
SBA,11/5/2018 7:53,0
SBA,11/5/2018 8:53,0
SBA,11/5/2018 9:53,0
SBA,11/5/2018 10:53,0
SBA,11/5/2018 11:53,0
SBA,11/5/2018 12:53,0
SBA,11/5/2018 13:53,0
SBA,11/5/2018 14:53,0
SBA,11/5/2018 15:53,0
SBA,11/5/2018 16:53,0
SBA,11/5/2018 17:53,0
SBA,11/5/2018 18:53,0
SBA,11/5/2018 19:53,0
SBA,11/5/2018 20:53,0
SBA,11/5/2018 21:53,0
SBA,11/5/2018 22:24,0
SBA,11/5/2018 22:53,0
SBA,11/5/2018 23:26,0
SBA,11/5/2018 23:34,0
SBA,11/5/2018 23:53,0
SBA,11/6/2018 0:22,0
SBA,11/6/2018 0:53,0
SBA,11/6/2018 1:53,0
SBA,11/6/2018 2:53,0
SBA,11/6/2018 3:53,0
SBA,11/6/2018 4:53,0
SBA,11/6/2018 5:53,0
SBA,11/6/2018 6:53,0
SBA,11/6/2018 7:53,0
SBA,11/6/2018 8:53,0
SBA,11/6/2018 9:53,0
SBA,11/6/2018 10:16,0
SBA,11/6/2018 10:53,0
SBA,11/6/2018 11:53,0
SBA,11/6/2018 12:53,0
SBA,11/6/2018 13:53,0
SBA,11/6/2018 14:53,0
SBA,11/6/2018 15:53,0
SBA,11/6/2018 16:53,0
SBA,11/6/2018 17:53,0
SBA,11/6/2018 18:53,0
SBA,11/6/2018 19:53,0
SBA,11/6/2018 20:53,0
SBA,11/6/2018 21:53,0
SBA,11/6/2018 22:53,0
SBA,11/6/2018 23:53,0
SBA,11/7/2018 0:53,0
SBA,11/7/2018 1:53,0
SBA,11/7/2018 2:53,0
SBA,11/7/2018 3:53,0
SBA,11/7/2018 4:01,0
SBA,11/7/2018 4:47,0
SBA,11/7/2018 4:53,0
SBA,11/7/2018 4:58,0
SBA,11/7/2018 5:53,0
SBA,11/7/2018 6:53,0
SBA,11/7/2018 7:53,0
SBA,11/7/2018 8:53,0
SBA,11/7/2018 9:53,0
SBA,11/7/2018 10:53,0
SBA,11/7/2018 11:53,0
SBA,11/7/2018 12:53,0
SBA,11/7/2018 13:53,0
SBA,11/7/2018 14:53,0
SBA,11/7/2018 15:53,0
SBA,11/7/2018 16:53,0
SBA,11/7/2018 17:53,0
SBA,11/7/2018 18:53,0
SBA,11/7/2018 19:53,0
SBA,11/7/2018 20:53,0
SBA,11/7/2018 21:53,0
SBA,11/7/2018 22:53,0
SBA,11/7/2018 23:53,0
SBA,11/8/2018 0:53,0
SBA,11/8/2018 1:53,0
SBA,11/8/2018 2:53,0
SBA,11/8/2018 3:53,0
SBA,11/8/2018 4:53,0
SBA,11/8/2018 5:31,0
SBA,11/8/2018 5:53,0
SBA,11/8/2018 6:53,0
SBA,11/8/2018 7:53,0
SBA,11/8/2018 8:53,0
SBA,11/8/2018 9:53,0
SBA,11/8/2018 10:53,0
SBA,11/8/2018 11:53,0
SBA,11/8/2018 12:53,0
SBA,11/8/2018 13:53,0
SBA,11/8/2018 14:53,0
SBA,11/8/2018 15:53,0
SBA,11/8/2018 16:53,0
SBA,11/8/2018 17:53,0
SBA,11/8/2018 18:53,0
SBA,11/8/2018 19:53,0
SBA,11/8/2018 20:53,0
SBA,11/8/2018 21:53,0
SBA,11/8/2018 22:53,0
SBA,11/8/2018 23:53,0
SBA,11/9/2018 0:53,0
SBA,11/9/2018 1:53,0
SBA,11/9/2018 2:53,0
SBA,11/9/2018 3:53,0
SBA,11/9/2018 4:53,0
SBA,11/9/2018 5:53,0
SBA,11/9/2018 6:53,0
SBA,11/9/2018 7:53,0
SBA,11/9/2018 8:53,0
SBA,11/9/2018 9:53,0
SBA,11/9/2018 10:53,0
SBA,11/9/2018 11:53,0
SBA,11/9/2018 12:53,0
SBA,11/9/2018 13:53,0
SBA,11/9/2018 14:53,0
SBA,11/9/2018 15:53,0
SBA,11/9/2018 16:53,0
SBA,11/9/2018 17:53,0
SBA,11/9/2018 18:53,0
SBA,11/9/2018 19:53,0
SBA,11/9/2018 20:53,0
SBA,11/9/2018 21:53,0
SBA,11/9/2018 22:53,0
SBA,11/9/2018 23:53,0
SBA,11/10/2018 0:53,0
SBA,11/10/2018 1:53,0
SBA,11/10/2018 2:53,0
SBA,11/10/2018 3:53,0
SBA,11/10/2018 4:53,0
SBA,11/10/2018 5:53,0
SBA,11/10/2018 6:53,0
SBA,11/10/2018 7:53,0
SBA,11/10/2018 8:53,0
SBA,11/10/2018 9:53,0
SBA,11/10/2018 10:53,0
SBA,11/10/2018 11:53,0
SBA,11/10/2018 12:53,0
SBA,11/10/2018 13:53,0
SBA,11/10/2018 14:53,0
SBA,11/10/2018 15:53,0
SBA,11/10/2018 16:53,0
SBA,11/10/2018 17:53,0
SBA,11/10/2018 18:53,0
SBA,11/10/2018 19:53,0
SBA,11/10/2018 20:53,0
SBA,11/10/2018 21:53,0
SBA,11/10/2018 22:53,0
SBA,11/10/2018 23:53,0
SBA,11/11/2018 0:53,0
SBA,11/11/2018 1:53,0
SBA,11/11/2018 2:53,0
SBA,11/11/2018 3:53,0
SBA,11/11/2018 4:53,0
SBA,11/11/2018 5:53,0
SBA,11/11/2018 6:53,0
SBA,11/11/2018 7:53,0
SBA,11/11/2018 8:53,0
SBA,11/11/2018 9:53,0
SBA,11/11/2018 10:53,0
SBA,11/11/2018 11:53,0
SBA,11/11/2018 12:53,0
SBA,11/11/2018 13:53,0
SBA,11/11/2018 14:53,0
SBA,11/11/2018 15:53,0
SBA,11/11/2018 16:53,0
SBA,11/11/2018 17:53,0
SBA,11/11/2018 18:53,0
SBA,11/11/2018 19:53,0
SBA,11/11/2018 20:53,0
SBA,11/11/2018 21:53,0
SBA,11/11/2018 22:53,0
SBA,11/11/2018 23:53,0
SBA,11/12/2018 0:53,0
SBA,11/12/2018 1:53,0
SBA,11/12/2018 2:53,0
SBA,11/12/2018 3:53,0
SBA,11/12/2018 4:53,0
SBA,11/12/2018 5:53,0
SBA,11/12/2018 6:53,0
SBA,11/12/2018 7:53,0
SBA,11/12/2018 8:53,0
SBA,11/12/2018 9:53,0
SBA,11/12/2018 10:53,0
SBA,11/12/2018 11:53,0
SBA,11/12/2018 12:53,0
SBA,11/12/2018 13:53,0
SBA,11/12/2018 14:53,0
SBA,11/12/2018 15:53,0
SBA,11/12/2018 16:53,0
SBA,11/12/2018 17:53,0
SBA,11/12/2018 18:53,0
SBA,11/12/2018 19:53,0
SBA,11/12/2018 20:53,0
SBA,11/12/2018 21:53,0
SBA,11/12/2018 22:53,0
SBA,11/12/2018 23:53,0
SBA,11/13/2018 0:53,0
SBA,11/13/2018 1:53,0
SBA,11/13/2018 2:53,0
SBA,11/13/2018 3:53,0
SBA,11/13/2018 4:53,0
SBA,11/13/2018 5:53,0
SBA,11/13/2018 6:53,0
SBA,11/13/2018 7:53,0
SBA,11/13/2018 8:53,0
SBA,11/13/2018 9:53,0
SBA,11/13/2018 10:53,0
SBA,11/13/2018 11:53,0
SBA,11/13/2018 12:53,0
SBA,11/13/2018 13:53,0
SBA,11/13/2018 14:53,0
SBA,11/13/2018 15:53,0
SBA,11/13/2018 16:53,0
SBA,11/13/2018 17:53,0
SBA,11/13/2018 18:53,0
SBA,11/13/2018 19:53,0
SBA,11/13/2018 20:53,0
SBA,11/13/2018 21:53,0
SBA,11/13/2018 22:53,0
SBA,11/13/2018 23:53,0
SBA,11/14/2018 0:53,0
SBA,11/14/2018 1:53,0
SBA,11/14/2018 2:53,0
SBA,11/14/2018 3:53,0
SBA,11/14/2018 4:53,0
SBA,11/14/2018 5:53,0
SBA,11/14/2018 6:53,0
SBA,11/14/2018 7:53,0
SBA,11/14/2018 8:53,0
SBA,11/14/2018 9:53,0
SBA,11/14/2018 10:53,0
SBA,11/14/2018 11:53,0
SBA,11/14/2018 12:53,0
SBA,11/14/2018 13:53,0
SBA,11/14/2018 14:53,0
SBA,11/14/2018 15:53,0
SBA,11/14/2018 16:53,0
SBA,11/14/2018 17:53,0
SBA,11/14/2018 18:53,0
SBA,11/14/2018 19:53,0
SBA,11/14/2018 20:53,0
SBA,11/14/2018 21:53,0
SBA,11/14/2018 22:53,0
SBA,11/14/2018 23:53,0
SBA,11/15/2018 0:53,0
SBA,11/15/2018 1:53,0
SBA,11/15/2018 2:53,0
SBA,11/15/2018 3:53,0
SBA,11/15/2018 4:53,0
SBA,11/15/2018 5:53,0
SBA,11/15/2018 6:53,0
SBA,11/15/2018 7:53,0
SBA,11/15/2018 8:53,0
SBA,11/15/2018 9:53,0
SBA,11/15/2018 10:53,0
SBA,11/15/2018 11:53,0
SBA,11/15/2018 12:53,0
SBA,11/15/2018 13:53,0
SBA,11/15/2018 14:53,0
SBA,11/15/2018 15:53,0
SBA,11/15/2018 16:53,0
SBA,11/15/2018 17:53,0
SBA,11/15/2018 18:53,0
SBA,11/15/2018 19:53,0
SBA,11/15/2018 20:53,0
SBA,11/15/2018 21:53,0
SBA,11/15/2018 22:53,0
SBA,11/15/2018 23:53,0
SBA,11/16/2018 0:53,0
SBA,11/16/2018 1:53,0
SBA,11/16/2018 2:53,0
SBA,11/16/2018 3:53,0
SBA,11/16/2018 4:53,0
SBA,11/16/2018 5:53,0
SBA,11/16/2018 6:53,0
SBA,11/16/2018 7:53,0
SBA,11/16/2018 8:53,0
SBA,11/16/2018 9:53,0
SBA,11/16/2018 10:53,0
SBA,11/16/2018 11:53,0
SBA,11/16/2018 12:53,0
SBA,11/16/2018 13:53,0
SBA,11/16/2018 14:53,0
SBA,11/16/2018 15:53,0
SBA,11/16/2018 16:53,0
SBA,11/16/2018 17:53,0
SBA,11/16/2018 18:53,0
SBA,11/16/2018 19:53,0
SBA,11/16/2018 20:53,0
SBA,11/16/2018 21:53,0
SBA,11/16/2018 22:53,0
SBA,11/16/2018 23:53,0
SBA,11/17/2018 0:53,0
SBA,11/17/2018 1:53,0
SBA,11/17/2018 2:35,0
SBA,11/17/2018 2:42,0
SBA,11/17/2018 2:53,0
SBA,11/17/2018 3:02,0
SBA,11/17/2018 3:12,0
SBA,11/17/2018 3:20,0
SBA,11/17/2018 3:34,0
SBA,11/17/2018 3:42,0
SBA,11/17/2018 3:46,0
SBA,11/17/2018 3:53,0
SBA,11/17/2018 4:09,0
SBA,11/17/2018 4:53,0
SBA,11/17/2018 5:22,0
SBA,11/17/2018 5:53,0
SBA,11/17/2018 6:43,0
SBA,11/17/2018 6:53,0
SBA,11/17/2018 7:53,0
SBA,11/17/2018 8:53,0
SBA,11/17/2018 9:53,0
SBA,11/17/2018 10:53,0
SBA,11/17/2018 11:53,0
SBA,11/17/2018 12:53,0
SBA,11/17/2018 13:53,0
SBA,11/17/2018 14:53,0
SBA,11/17/2018 15:53,0
SBA,11/17/2018 16:53,0
SBA,11/17/2018 17:53,0
SBA,11/17/2018 18:53,0
SBA,11/17/2018 19:53,0
SBA,11/17/2018 20:53,0
SBA,11/17/2018 21:53,0
SBA,11/17/2018 22:53,0
SBA,11/17/2018 23:53,0
SBA,11/18/2018 0:38,0
SBA,11/18/2018 0:53,0
SBA,11/18/2018 1:53,0
SBA,11/18/2018 2:53,0
SBA,11/18/2018 3:29,0
SBA,11/18/2018 3:37,0
SBA,11/18/2018 3:53,0
SBA,11/18/2018 4:53,0
SBA,11/18/2018 5:53,0
SBA,11/18/2018 6:53,0
SBA,11/18/2018 7:53,0
SBA,11/18/2018 7:58,0
SBA,11/18/2018 8:53,0
SBA,11/18/2018 9:53,0
SBA,11/18/2018 10:53,0
SBA,11/18/2018 11:53,0
SBA,11/18/2018 12:53,0
SBA,11/18/2018 13:53,0
SBA,11/18/2018 14:53,0
SBA,11/18/2018 15:53,0
SBA,11/18/2018 16:53,0
SBA,11/18/2018 17:53,0
SBA,11/18/2018 18:53,0
SBA,11/18/2018 19:53,0
SBA,11/18/2018 20:53,0
SBA,11/18/2018 21:53,0
SBA,11/18/2018 22:53,0
SBA,11/18/2018 23:53,0
SBA,11/19/2018 0:53,0
SBA,11/19/2018 1:53,0
SBA,11/19/2018 2:53,0
SBA,11/19/2018 3:53,0
SBA,11/19/2018 4:53,0
SBA,11/19/2018 5:53,0
SBA,11/19/2018 6:53,0
SBA,11/19/2018 7:53,0
SBA,11/19/2018 8:53,0
SBA,11/19/2018 9:53,0
SBA,11/19/2018 10:53,0
SBA,11/19/2018 11:53,0
SBA,11/19/2018 12:53,0
SBA,11/19/2018 13:53,0
SBA,11/19/2018 14:53,0
SBA,11/19/2018 15:53,0
SBA,11/19/2018 16:53,0
SBA,11/19/2018 17:53,0
SBA,11/19/2018 18:53,0
SBA,11/19/2018 19:53,0
SBA,11/19/2018 20:53,0
SBA,11/19/2018 21:53,0
SBA,11/19/2018 22:53,0
SBA,11/19/2018 23:53,0
SBA,11/20/2018 0:53,0
SBA,11/20/2018 1:53,0
SBA,11/20/2018 2:21,0
SBA,11/20/2018 2:33,0
SBA,11/20/2018 2:53,0
SBA,11/20/2018 3:14,0
SBA,11/20/2018 3:48,0
SBA,11/20/2018 3:53,0
SBA,11/20/2018 4:17,0
SBA,11/20/2018 4:53,0
SBA,11/20/2018 5:53,0
SBA,11/20/2018 6:53,0
SBA,11/20/2018 7:53,0
SBA,11/20/2018 8:53,0
SBA,11/20/2018 9:53,0
SBA,11/20/2018 10:53,0
SBA,11/20/2018 11:53,0
SBA,11/20/2018 12:53,0
SBA,11/20/2018 13:53,0
SBA,11/20/2018 14:53,0
SBA,11/20/2018 15:53,0
SBA,11/20/2018 16:53,0
SBA,11/20/2018 17:53,0
SBA,11/20/2018 18:53,0
SBA,11/20/2018 19:53,0
SBA,11/20/2018 20:53,0
SBA,11/20/2018 21:53,0
SBA,11/20/2018 22:53,0
SBA,11/20/2018 23:53,0
SBA,11/21/2018 0:53,0
SBA,11/21/2018 1:53,0
SBA,11/21/2018 2:53,0
SBA,11/21/2018 3:53,0
SBA,11/21/2018 4:11,0
SBA,11/21/2018 4:33,0
SBA,11/21/2018 4:53,0
SBA,11/21/2018 5:53,0
SBA,11/21/2018 6:53,0
SBA,11/21/2018 7:53,0
SBA,11/21/2018 8:53,0
SBA,11/21/2018 9:53,0
SBA,11/21/2018 10:53,0
SBA,11/21/2018 11:53,0
SBA,11/21/2018 12:53,0
SBA,11/21/2018 13:53,0
SBA,11/21/2018 14:53,0
SBA,11/21/2018 15:53,0
SBA,11/21/2018 16:53,0
SBA,11/21/2018 17:53,0.0001
SBA,11/21/2018 18:53,0.0001
SBA,11/21/2018 19:53,0.0001
SBA,11/21/2018 20:51,0.76
SBA,11/21/2018 20:53,0.76
SBA,11/21/2018 21:23,1.78
SBA,11/21/2018 21:53,2.54
SBA,11/21/2018 22:53,8.64
SBA,11/21/2018 23:53,1.02
SBA,11/22/2018 0:15,0.0001
SBA,11/22/2018 0:46,0.0001
SBA,11/22/2018 0:53,0.0001
SBA,11/22/2018 1:26,0
SBA,11/22/2018 1:34,0
SBA,11/22/2018 1:38,0
SBA,11/22/2018 1:43,0
SBA,11/22/2018 1:47,0
SBA,11/22/2018 1:53,0
SBA,11/22/2018 1:55,0
SBA,11/22/2018 2:04,0
SBA,11/22/2018 2:12,0
SBA,11/22/2018 2:39,0
SBA,11/22/2018 2:48,0
