OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),CreationDate,Creator,EditDate,Editor,x,y
1,Hooded Merganser,2,No,Water - Floating,,,,5,Lisa mark,720,,53,30,Low,None,,,,,,,,,,cfda177c-4593-4a77-a7bd-63ebf45a4c0d,,,,,Samsung SM-T713,3.76,3.76,34.41756395,-119.874096983333,-32.6,1.1,0.8,0.8,1,,,13,2/26/2024 3:30:29 PM,,,,,2/26/2024 3:32:03 PM,ccber_user,2/26/2024 3:32:03 PM,ccber_user,-119.87409698344,34.4175639501199
2,Semipalmated Plover,49,No,Air,,,,,,,,,,,,,,,,,,,,,e0f76887-7467-4bac-8eba-59f9c4103c5b,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:34:31 PM,ccber_user,2/26/2024 3:34:31 PM,ccber_user,-119.876315359559,34.4190085086279
3,Mallard,2,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,d7c1d138-2499-4686-9050-b89ff9179971,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:34:48 PM,ccber_user,2/26/2024 3:35:02 PM,ccber_user,-119.874443784343,34.4180878227759
4,Double-crested Cormorant,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,495bcc76-e23b-4262-9d3f-4153f4dca851,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:37:04 PM,ccber_user,2/26/2024 3:37:04 PM,ccber_user,-119.875628542727,34.418810208076
5,Great Blue Heron,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,ab8308e1-593f-4c85-9774-381a9c051425,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:39:37 PM,ccber_user,2/26/2024 3:39:37 PM,ccber_user,-119.874637506933,34.4190694431431
6,Double-crested Cormorant,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,203b4156-f548-477b-8a9e-256b1ea2b9e4,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:40:03 PM,ccber_user,2/26/2024 3:40:47 PM,ccber_user,-119.875618666649,34.4201034297647
7,California Thrasher,2,No,Fence,,,,,,,,,,,,,,,,,,,,,8174c959-9ec7-4254-963f-abc407b6f2c5,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:43:34 PM,ccber_user,2/26/2024 3:43:34 PM,ccber_user,-119.873684891185,34.4173986869571
8,American Crow,2,No,,,,,,,,,,,,,,,,,,,,,,257ef46f-a629-4615-828b-efb82d5552e8,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:43:51 PM,ccber_user,2/26/2024 3:43:51 PM,ccber_user,-119.873849406849,34.4174320204766
9,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,ce3281de-9eaa-432a-ab69-5a3fb329adda,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:46:40 PM,ccber_user,2/26/2024 3:46:40 PM,ccber_user,-119.873771477998,34.4180891663029
10,White-crowned Sparrow,4,No,Bare ground,,,,,,,,,,,,,,,,,,,,,3ec732aa-e37f-40bd-8689-057adebf1fdf,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:47:36 PM,ccber_user,2/26/2024 3:47:36 PM,ccber_user,-119.873404926735,34.4178320231566
11,Ring-billed Gull,43,No,Mud,,,,,,,,,,,,,,,,,,,,,e106a1d0-ae25-4d00-a686-ba255a162698,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:48:05 PM,ccber_user,2/26/2024 5:38:57 PM,ccber_user,-119.875713912324,34.4196760573512
12,California Gull,1,No,Mud,,,,,,,,,,,,,,,,,,,,,17da2161-daab-4290-beea-e8baaab88552,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:48:34 PM,ccber_user,2/26/2024 3:48:34 PM,ccber_user,-119.875830354646,34.4196804168761
13,Common Yellowthroat,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,8483147a-7967-41e9-9a25-1fa172506c22,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:49:15 PM,ccber_user,2/26/2024 3:49:15 PM,ccber_user,-119.873478090921,34.4181709072405
14,White-crowned Sparrow,5,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,62cfe562-ecfb-4595-a55c-dd4d25996479,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:49:50 PM,ccber_user,2/26/2024 3:49:50 PM,ccber_user,-119.873362642136,34.4185828105728
15,California Towhee,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,6218e55d-04d2-42c3-9906-06fe40e43cee,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:50:07 PM,ccber_user,2/26/2024 3:50:07 PM,ccber_user,-119.873426138654,34.4185304303603
16,Killdeer,25,No,Bare ground,,,,,,,,,,,,,,,,,,,,,de1d0571-74cd-4daf-9d9d-7740e0cccd0d,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:51:42 PM,ccber_user,2/26/2024 3:51:42 PM,ccber_user,-119.874797098931,34.4196232754398
17,California Towhee,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,7b63cfff-4f38-48e7-9575-485b79d0d2fb,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:52:07 PM,ccber_user,2/26/2024 3:52:07 PM,ccber_user,-119.87412749382,34.4189899506697
18,Song Sparrow,2,No,,,,,,,,,,,,,,,,,,,,,,0fb54009-095d-49a1-993f-cf73ce15c725,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:52:24 PM,ccber_user,2/26/2024 3:52:24 PM,ccber_user,-119.87365992341,34.4188185233461
19,California Towhee,1,No,Fence,,,,,,,,,,,,,,,,,,,,,c880ec2e-25ae-41c0-8b6a-1bd4f3e9ccf9,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:53:23 PM,ccber_user,2/26/2024 3:53:23 PM,ccber_user,-119.873651265447,34.418980426774
20,Mew Gull,7,No,Bare ground,,,,,,,,,,,,,,,,,,,,,7656f1b4-bfac-4e8b-8cc8-9d1095dd51d8,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:55:48 PM,ccber_user,2/26/2024 5:38:13 PM,ccber_user,-119.875720693706,34.4196327985212
21,Semipalmated Plover,9,No,,,,,,,,,,,,,,,,,,,,,,2ecc9736-5bcd-4675-a64f-8e1033a48164,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:57:05 PM,ccber_user,2/26/2024 3:57:05 PM,ccber_user,-119.875732238854,34.4199280312915
22,Least Sandpiper,3,No,Bare ground,,,,,,,,,,,,,,,,,,,,,9bc87878-fb8a-49f5-9c09-151e73773a47,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:57:25 PM,ccber_user,2/26/2024 3:57:25 PM,ccber_user,-119.875039542548,34.4194542303751
23,Western Gull,6,No,Bare ground,,,,,,,,,,,,,,,,,,,,,09357acb-a24f-47b7-aff5-d63b39d9096d,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:58:40 PM,ccber_user,2/26/2024 5:36:52 PM,ccber_user,-119.87578707651,34.4196970835532
24,Ring-billed Gull,6,No,Bare ground,,,,,,,,,,,,,,,,,,,,,d99bb782-e1ee-4bc6-b0bb-b84f4bb92120,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:59:12 PM,ccber_user,2/26/2024 3:59:12 PM,ccber_user,-119.875717807419,34.4197566058911
25,Mew Gull,3,No,Bare ground,,,,,,,,,,,,,,,,,,,,,57568a0c-8f7f-487a-bfe2-e030837db213,,,,,Samsung SM-T713,3.29,3.29,34.4192148833333,-119.874245766667,-32,1,0.7,0.7,1,,,15,2/26/2024 3:59:11 PM,,,,,2/26/2024 3:59:32 PM,ccber_user,2/26/2024 3:59:32 PM,ccber_user,-119.874245766909,34.4192148831017
26,Snowy Egret,3,No,Bare ground,,,,,,,,,,,,,,,,,,,,,eb638632-1e01-4a5f-a10e-d9cad176519d,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 3:59:53 PM,ccber_user,2/26/2024 3:59:53 PM,ccber_user,-119.875847687639,34.4198994606629
27,Killdeer,10,No,Bare ground,,,,,,,,,,,,,,,,,,,,,32f5b6e4-c59a-48a5-b21b-34cab4ec0557,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:02:23 PM,ccber_user,2/26/2024 4:02:23 PM,ccber_user,-119.874872141495,34.4193161375129
28,Snowy Egret,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,177c7404-1d99-479c-a290-5ff7ecd51951,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:03:07 PM,ccber_user,2/26/2024 4:03:07 PM,ccber_user,-119.875983340433,34.4198726344232
29,Song Sparrow,1,No,Fence,,,,,,,,,,,,,,,,,,,,,7822b1cf-0275-4159-92ed-54b949b79252,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:05:16 PM,ccber_user,2/26/2024 4:05:16 PM,ccber_user,-119.874141924357,34.4195035932382
30,Allen's Hummingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,e89a60b2-2d1e-4ad5-a594-e05ed17849db,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:05:29 PM,ccber_user,2/26/2024 4:05:29 PM,ccber_user,-119.874525793342,34.4196131158055
31,Semipalmated Plover,49,Yes,Bare ground,,,,,,,,,,,,,,,,,,,,,da2e1e71-f3e1-4d90-a6b4-f4e0b1234f21,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:10:05 PM,ccber_user,2/26/2024 4:10:05 PM,ccber_user,-119.875828927223,34.4192214546603
32,Great Egret,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,7b137584-ca41-4fac-bf79-81ba5a9c2094,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:11:34 PM,ccber_user,2/26/2024 4:11:34 PM,ccber_user,-119.874224605295,34.4202367816813
33,Great Blue Heron,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,0ca70c25-9426-44bb-9f20-5dc62d01d728,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:13:09 PM,ccber_user,2/26/2024 4:13:09 PM,ccber_user,-119.873993706826,34.4204058244229
34,Marbled Godwit,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,1b95fefe-c48a-47ad-b125-fb02581bc3ff,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:14:16 PM,ccber_user,2/26/2024 4:14:16 PM,ccber_user,-119.875814597297,34.4192589076437
35,Long-billed Curlew,4,No,Bare ground,,,,,,,,,,,,,,,,,,,,,9be41cc7-a39c-4651-98c3-fae410131e81,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:14:28 PM,ccber_user,2/26/2024 4:14:51 PM,ccber_user,-119.875973339489,34.4193398589705
36,Whimbrel,4,No,,,,,,,,,,,,,,,,,,,,,,84349c28-23dc-4c83-9f8b-bad483f958a3,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:15:04 PM,ccber_user,2/26/2024 4:15:04 PM,ccber_user,-119.875958908054,34.4192731934392
37,Snowy Egret,1,No,Water - Wading,,,,,,,,,,,,,,,,,,,,,ce82d882-0794-480f-af51-b9fc1f0e4377,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:15:23 PM,ccber_user,2/26/2024 4:15:23 PM,ccber_user,-119.873300688924,34.4207755404076
38,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,d9891cc2-04a9-42f3-8a79-025b738082f0,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:15:46 PM,ccber_user,2/26/2024 4:15:46 PM,ccber_user,-119.87361528792,34.4199231819551
39,Black Phoebe,1,No,Fence,,,,,,,,,,,,,,,,,,,,,301f69d9-2091-4e5f-be3f-4612398c8ebe,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:18:26 PM,ccber_user,2/26/2024 4:18:26 PM,ccber_user,-119.871768099269,34.420623164165
40,,1,No,Vegetation - Tree,,,sharp skinned hawk,,,,,,,,,,,,,,,,,,975f58a7-be48-4cc6-a907-f16ff2135e9c,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:20:52 PM,ccber_user,2/26/2024 4:20:52 PM,ccber_user,-119.873110197575,34.4218088353097
41,American Coot,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,7eb5ae12-bd46-45c7-a98c-cd72d55202c1,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:25:29 PM,ccber_user,2/26/2024 4:25:29 PM,ccber_user,-119.871809498129,34.4210183897481
42,Rock Pigeon (Feral Pigeon),6,No,Building,,,,,,,,,,,,,,,,,,,,,b3041858-6003-4983-ace2-5efed4bbcd94,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:25:54 PM,ccber_user,2/26/2024 4:25:54 PM,ccber_user,-119.87055110035,34.4216326519683
43,Turkey Vulture,1,No,Air,,,,,,,,,,,,,,,,,,,,,bec8e8b2-07ad-4026-a2d8-0a8f4dc79b66,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:26:22 PM,ccber_user,2/26/2024 4:26:22 PM,ccber_user,-119.872063485996,34.4221183449651
44,Yellow-rumped Warbler,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,b1a3f85c-d6a8-4d96-a4b7-51b796c35c52,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:29:27 PM,ccber_user,2/26/2024 4:29:27 PM,ccber_user,-119.871598802771,34.4210588645696
45,Great Blue Heron,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,052c16f5-a1e5-4715-996c-254f59089bcf,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:30:09 PM,ccber_user,2/26/2024 4:30:09 PM,ccber_user,-119.871494898235,34.4212493338369
46,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,9394b1b6-c12d-4edf-80d9-04bbf0470fae,,,,,,,,,,,,,,,,,,,,,,,2/26/2024 4:31:31 PM,ccber_user,2/26/2024 4:31:31 PM,ccber_user,-119.871165867804,34.4210612454844
