OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,CreationDate,Creator,EditDate,Editor,x,y
1,Canada Goose,39,No,Water - Floating,,,,7.3,Lisa Connor zach,751,,45,50,Medium,None,,,,,,,,,,36e35880-c736-4f3c-b8fb-6b5ae67fb359,,,,,,,,,,,,,,,,12/16/2021 3:49:18 PM,ccber_user,12/16/2021 3:49:18 PM,ccber_user,-119.873516411255,34.4209503553971
2,Killdeer,72,No,Mud,,,,,,,,,,,,,,,,,,,,,595addcf-777b-492d-8134-f979f95cad13,,,,,,,,,,,,,,,,12/16/2021 3:51:16 PM,ccber_user,12/16/2021 3:51:16 PM,ccber_user,-119.875081473211,34.4180722784717
3,Greater Yellowlegs,1,No,Mud,,,,,,,,,,,,,,,,,,,,,bfaa4a19-5db9-49a0-bbb3-a9d61baae9e7,,,,,,,,,,,,,,,,12/16/2021 3:51:39 PM,ccber_user,12/16/2021 3:51:39 PM,ccber_user,-119.874586592219,34.4180212473959
4,Great Egret,1,No,Mud,,,,,,,,,,,,,,,,,,,,,236dc7a5-c171-4349-879e-56824b32a810,,,,,,,,,,,,,,,,12/16/2021 3:52:16 PM,ccber_user,12/16/2021 3:52:16 PM,ccber_user,-119.876219699761,34.4198787420416
5,Black-necked Stilt,1,No,Mud,,,,,,,,,,,,,,,,,,,,,76b5f4ea-95b8-4507-be91-a1a67b608d7c,,,,,,,,,,,,,,,,12/16/2021 3:52:49 PM,ccber_user,12/16/2021 3:52:49 PM,ccber_user,-119.874530918231,34.4181131022725
6,Pied-billed Grebe,1,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,a0cd3ac5-bb45-4ffa-90f8-b605e89adae1,,,,,,,,,,,,,,,,12/16/2021 3:53:17 PM,ccber_user,12/16/2021 3:53:17 PM,ccber_user,-119.874413383558,34.4183835641736
7,American Wigeon,9,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,fdd49a5e-6de0-4076-8a9d-4f41dbc7f95f,,,,,,,,,,,,,,,,12/16/2021 3:53:41 PM,ccber_user,12/16/2021 3:53:41 PM,ccber_user,-119.87645476821,34.4197358598161
8,Gadwall,5,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,e575251f-bd57-49b4-b19e-1387fed881bb,,,,,,,,,,,,,,,,12/16/2021 3:54:06 PM,ccber_user,12/16/2021 3:54:06 PM,ccber_user,-119.87667746506,34.4198634337198
9,Black-necked Stilt,4,No,Mud,,,,,,,,,,,,,,,,,,,,,1a6bf79f-7e37-4e94-b0b2-c6e96ca0724d,,,,,,,,,,,,,,,,12/16/2021 3:54:21 PM,ccber_user,12/16/2021 3:54:21 PM,ccber_user,-119.875236123577,34.4192357678807
10,Greater Yellowlegs,1,No,Air,,,,,,,,,,,,,,,,,,,,,15b560ff-0706-4902-b4e9-3b76ad781132,,,,,,,,,,,,,,,,12/16/2021 3:54:53 PM,ccber_user,12/16/2021 3:54:53 PM,ccber_user,-119.875415518037,34.4192051502578
11,Northern Shoveler,6,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,14f2bac6-e858-4b2e-8d2c-18ea4a0b1b2e,,,,,,,,,,,,,,,,12/16/2021 3:55:08 PM,ccber_user,12/16/2021 3:55:08 PM,ccber_user,-119.876733364525,34.4200728398777
12,American Pipit,1,No,Mud,,,,,,,,,,,,,,,,,,,,,4cd5eaca-068a-4276-ace5-c8416d0ee332,,,,,,,,,,,,,,,,12/16/2021 3:55:40 PM,ccber_user,12/16/2021 3:55:40 PM,ccber_user,-119.875564208081,34.4183021013375
13,Least Sandpiper,1,No,Mud,,,,,,,,,,,,,,,,,,,,,5a24a5a8-4aa0-449d-b327-9f4c1b61e434,,,,,,,,,,,,,,,,12/16/2021 3:56:03 PM,ccber_user,12/16/2021 3:56:03 PM,ccber_user,-119.87561988207,34.4185572533253
14,Western Gull,2,No,Mud,,,,,,,,,,,,,,,,,,,,,12b99f35-9339-4138-a3af-423e95d13202,,,,,,,,,,,,,,,,12/16/2021 3:56:45 PM,ccber_user,12/16/2021 3:57:16 PM,ccber_user,-119.876405505498,34.4200473253247
15,White-crowned Sparrow,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,ea9595d2-f084-4c76-9859-df8f07c6f56b,,,,,,,,,,,,,,,,12/16/2021 4:00:58 PM,ccber_user,12/16/2021 4:00:58 PM,ccber_user,-119.873425128947,34.4179559354581
16,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,095f6e77-f9d7-426a-8c8f-f21a14f14118,,,,,,,,,,,,,,,,12/16/2021 4:02:07 PM,ccber_user,12/16/2021 4:02:07 PM,ccber_user,-119.873414518945,34.4178859118507
17,Canada Goose,13,No,Water - Floating,,,,,,,,,,,,,,,,,,,,,20bf49fb-8733-468b-8fcf-1e1b5e0949f5,,,,,,,,,,,,,,,,12/16/2021 4:03:37 PM,ccber_user,12/16/2021 4:03:37 PM,ccber_user,-119.875111229006,34.4186827889261
