OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,POINT_X,POINT_Y,x,y
145,Red-tailed Hawk,1,No,Habitat Feature - Snag,,,,,,,,,,,,,,,,,,,,,d7a8db2a-f40d-4913-8031-fb51cf4f6f47,11/19/2021 4:30:06 PM,ccber_user,11/19/2021 6:40:15 PM,CCBER-Admin,-119.880440771,34.4207289190001,-119.880440770992,34.4207289186185
146,House Finch,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,1415787c-0f5a-4a40-81ee-054d936322f6,11/19/2021 4:30:35 PM,ccber_user,11/19/2021 6:40:16 PM,CCBER-Admin,-119.880078527,34.420671457,-119.88007852715,34.4206714570333
147,Anna's Hummingbird,2,No,Air,,,,,,,,,,,,,,,,,,,,,e463e87f-e72a-4a3e-86f2-e4c58a791741,11/19/2021 4:31:16 PM,ccber_user,11/19/2021 6:40:16 PM,CCBER-Admin,-119.880108792,34.4202400470001,-119.88010879229,34.4202400474127
148,Black Phoebe,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,b489ae3e-e770-472c-a710-e324826a394e,11/19/2021 4:32:38 PM,ccber_user,11/19/2021 6:40:16 PM,CCBER-Admin,-119.880483634,34.419885294,-119.880483634106,34.4198852942812
149,Blue-gray Gnatcatcher,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,cc479056-cc0e-4339-a5fb-ac8f3dcc74b0,11/19/2021 4:32:59 PM,ccber_user,11/19/2021 6:40:16 PM,CCBER-Admin,-119.880381366,34.419754417,-119.8803813663,34.4197544168677
150,Lesser Goldfinch,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,682ebdd3-6b76-4534-aad4-ddd2fb30587f,11/19/2021 4:33:52 PM,ccber_user,11/19/2021 6:40:17 PM,CCBER-Admin,-119.879999439,34.4202014850001,-119.879999439473,34.4202014848012
151,Mourning Dove,2,No,Bare ground,,,,,,,,,,,,,,,,,,,,,e846b26d-161e-4875-aeb3-07a13f0f01de,11/19/2021 4:35:11 PM,ccber_user,11/19/2021 6:40:17 PM,CCBER-Admin,-119.87943355,34.4196907,-119.879433550251,34.4196907002556
152,Savannah Sparrow,40,No,Bare ground,,,,,,,,,,,,,,,,,,,,,f9491ad9-49ee-410e-b1a8-db46df194224,11/19/2021 4:45:27 PM,ccber_user,11/19/2021 6:40:17 PM,CCBER-Admin,-119.877982997,34.419210197,-119.877982997442,34.4192101974941
153,White-crowned Sparrow,7,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,b8bf2e95-e590-4e4e-a0da-1f5d8df7c8e8,11/19/2021 4:45:52 PM,ccber_user,11/19/2021 6:40:17 PM,CCBER-Admin,-119.877829604,34.4192250290001,-119.877829603819,34.4192250294457
154,Yellow-rumped Warbler,10,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,de2922ac-83d7-45f0-966d-7aa032444894,11/19/2021 4:46:28 PM,ccber_user,11/19/2021 6:40:17 PM,CCBER-Admin,-119.877655694,34.4191257470001,-119.877655694472,34.4191257468386
155,Savannah Sparrow,3,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,fe749a72-3a51-4594-9699-fad9b430065d,11/19/2021 4:51:32 PM,ccber_user,11/19/2021 6:40:18 PM,CCBER-Admin,-119.879862782,34.4212529180001,-119.879862782362,34.4212529181689
156,White-crowned Sparrow,10,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,73794962-d9a0-4bb5-9dab-8fdb00496d54,11/19/2021 4:51:50 PM,ccber_user,11/19/2021 6:40:18 PM,CCBER-Admin,-119.879750625,34.421214295,-119.879750625003,34.4212142945195
157,Scaly-breasted Munia,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,c16a8377-e763-4cde-9272-6f063dba0fb5,11/19/2021 4:52:40 PM,ccber_user,11/19/2021 6:40:18 PM,CCBER-Admin,-119.879937157,34.4212462510001,-119.879937156579,34.4212462511778
158,Say's Phoebe,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,42143d4f-1960-450d-9e74-4aed7ba98662,11/19/2021 4:54:16 PM,ccber_user,11/19/2021 6:40:18 PM,CCBER-Admin,-119.879873858,34.421091238,-119.879873857691,34.4210912384845
159,Blue-gray Gnatcatcher,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,3b19887b-1713-4025-ad9e-b3730e8f6636,11/19/2021 4:54:38 PM,ccber_user,11/19/2021 6:40:19 PM,CCBER-Admin,-119.880248778,34.4212989600001,-119.880248777659,34.4212989601855
160,Song Sparrow,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,070aa384-0166-4e57-bb3c-b400d07b43af,11/19/2021 4:54:59 PM,ccber_user,11/19/2021 6:40:19 PM,CCBER-Admin,-119.880449543,34.421302444,-119.880449543041,34.4213024437362
161,Black Phoebe,,No,Fence,,,,,,,,,,,,,,,,,,,,,70711d6d-0e3b-4e92-96c2-5409efe97eb8,11/19/2021 4:56:38 PM,ccber_user,11/19/2021 6:40:19 PM,CCBER-Admin,-119.880909107,34.4213781130001,-119.880909106767,34.4213781125574
162,Common Yellowthroat,2,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,51438c13-c785-4f75-aed8-fbe808dede2e,11/19/2021 4:57:05 PM,ccber_user,11/19/2021 6:40:19 PM,CCBER-Admin,-119.881023214,34.421287664,-119.881023214368,34.4212876640247
163,Lincoln's Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,fe8cf1d1-b6b3-49ae-b63b-bbc988b4f851,11/19/2021 4:59:15 PM,ccber_user,11/19/2021 6:40:19 PM,CCBER-Admin,-119.880865283,34.4213316730001,-119.880865283354,34.4213316726549
164,Blue-gray Gnatcatcher,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,4cbd81da-bbce-4e6b-8cd5-de5d1d92006a,11/19/2021 5:04:00 PM,ccber_user,11/19/2021 6:40:20 PM,CCBER-Admin,-119.881976935,34.4208444760001,-119.881976935043,34.4208444759901
165,Anna's Hummingbird,2,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,95996745-b85b-4d53-b6f9-4abdb6c10507,11/19/2021 5:04:24 PM,ccber_user,11/19/2021 6:40:20 PM,CCBER-Admin,-119.88186185,34.420705867,-119.881861850076,34.4207058667038
166,Lincoln's Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,3e306985-68f2-4b0e-977a-3d02de81afea,11/19/2021 5:04:43 PM,ccber_user,11/19/2021 6:40:20 PM,CCBER-Admin,-119.881871484,34.4207107500001,-119.881871483609,34.4207107500821
167,Common Yellowthroat,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,daf56ded-9614-44cc-a857-b9661da4b106,11/19/2021 5:05:12 PM,ccber_user,11/19/2021 6:40:21 PM,CCBER-Admin,-119.882130706,34.420845581,-119.882130705959,34.4208455808619
168,Lesser Goldfinch,5,No,Air,,,,,,,,,,,,,,,,,,,,,8e83bc21-f93c-4440-b47c-0d04dddba0fa,11/19/2021 5:05:53 PM,ccber_user,11/19/2021 6:40:21 PM,CCBER-Admin,-119.881878616,34.4207162500001,-119.881878616232,34.4207162499959
169,Song Sparrow,5,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,98a51737-fe70-4ec2-aa29-4096ebdbeef3,11/19/2021 5:09:12 PM,ccber_user,11/19/2021 6:40:21 PM,CCBER-Admin,-119.882731654,34.420926557,-119.882731653731,34.4209265573296
170,Marsh Wren,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,48a7fdb1-747a-4fbe-afe1-df8c9dc39985,11/19/2021 5:09:40 PM,ccber_user,11/19/2021 6:40:21 PM,CCBER-Admin,-119.882599517,34.4208323340001,-119.882599516943,34.4208323335145
171,Black Phoebe,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,04c6caee-878b-4057-8d45-9ab32422d435,11/19/2021 5:11:14 PM,ccber_user,11/19/2021 6:40:22 PM,CCBER-Admin,-119.882600051,34.42121561,-119.88260005144,34.4212156098373
172,Scaly-breasted Munia,6,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,95a46b04-a509-4d6c-92cf-ee0dcede261d,11/19/2021 5:11:41 PM,ccber_user,11/19/2021 6:40:22 PM,CCBER-Admin,-119.883040541,34.4211245710001,-119.883040541238,34.4211245712731
173,Yellow-rumped Warbler,3,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,8432c396-2b5d-4118-ab6e-8e92934d09f5,11/19/2021 5:12:04 PM,ccber_user,11/19/2021 6:40:22 PM,CCBER-Admin,-119.882698147,34.421198088,-119.882698147469,34.4211980883209
174,Ruby-crowned Kinglet,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,d2bd01fc-b6de-4060-bd64-0102996d5d63,11/19/2021 5:14:14 PM,ccber_user,11/19/2021 6:40:22 PM,CCBER-Admin,-119.883741949,34.4210477230001,-119.883741949405,34.4210477225097
175,Song Sparrow,2,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,9a7f424a-1521-4d61-9418-2e8e19c4dbb7,11/19/2021 5:14:40 PM,ccber_user,11/19/2021 6:40:22 PM,CCBER-Admin,-119.883739638,34.4212542810001,-119.88373963804,34.4212542809116
176,California Towhee,1,No,Bare ground,,,,,,,,,,,,,,,,,,,,,52f21831-1619-4f0a-84f0-02a56bf24396,11/19/2021 5:15:59 PM,ccber_user,11/19/2021 6:40:23 PM,CCBER-Admin,-119.884141167,34.421198803,-119.884141167006,34.4211988026682
177,White-crowned Sparrow,10,No,Bare ground,,,,,,,,,,,,,,,,,,,,,c3096c57-6c74-4fc1-89b0-a897eaa1df7a,11/19/2021 5:16:23 PM,ccber_user,11/19/2021 6:40:23 PM,CCBER-Admin,-119.884147735,34.421107039,-119.884147735487,34.4211070393631
178,Golden-crowned Sparrow,1,No,Vegetation - Herbaceous,,,,,,,,,,,,,,,,,,,,,e3673763-0435-49c6-bc03-1b657d61139d,11/19/2021 5:17:49 PM,ccber_user,11/19/2021 6:40:23 PM,CCBER-Admin,-119.88407575,34.4212664,-119.88407574989,34.4212664003541
179,House Finch,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,ba224716-9abe-4064-9cdc-16dce650c482,11/19/2021 5:18:13 PM,ccber_user,11/19/2021 6:40:24 PM,CCBER-Admin,-119.884227583,34.420887044,-119.884227583139,34.4208870435561
180,European Starling,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,a1e4a9c8-d0ac-459b-999c-15198d071842,11/19/2021 5:21:12 PM,ccber_user,11/19/2021 6:40:24 PM,CCBER-Admin,-119.88459939,34.4212856280001,-119.884599389547,34.4212856284333
181,Scaly-breasted Munia,8,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,06ab1dca-0d25-4d33-a7f6-438e27697455,11/19/2021 5:21:35 PM,ccber_user,11/19/2021 6:40:24 PM,CCBER-Admin,-119.884784018,34.4211432330001,-119.884784017593,34.421143233242
182,White-breasted Nuthatch,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,2d787905-b492-45a3-9a07-cf25c665218c,11/19/2021 5:23:15 PM,ccber_user,11/19/2021 6:40:24 PM,CCBER-Admin,-119.883503784,34.4217644990001,-119.883503784464,34.4217644994001
183,Bushtit,20,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,1b37a0c1-3067-4815-bf7a-f159994ddef3,11/19/2021 5:24:17 PM,ccber_user,11/19/2021 6:40:24 PM,CCBER-Admin,-119.883758981,34.4214264010001,-119.883758981463,34.4214264012844
184,Ruby-crowned Kinglet,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,f92c8af2-2aca-4205-9960-c5096c2a1e26,11/19/2021 5:28:19 PM,ccber_user,11/19/2021 6:40:25 PM,CCBER-Admin,-119.882637283,34.421634033,-119.882637283016,34.4216340332303
